PetID,cluster
bea72e6c5,1
52e555a3a,4
3998bcfec,3
e62e5aa26,5
933e0a3e8,4
1eb8a0278,4
d5df16a32,6
06296e4e2,6
207d61997,5
38a81271c,6
65d10be4d,4
c7b468b32,3
6df350974,5
249112486,3
8f85e69ee,5
b243b8e93,6
89523a695,3
4f0eacbdd,5
b5fcc079e,7
53976b229,6
f4ed1a08e,2
2f3227612,6
ba66a7a82,3
d4e83ee5b,5
00a1f270a,6
74e316be1,3
039509c40,4
eeb60466e,6
c6cdbebfa,4
82137b39f,2
28b64c198,6
f70251906,2
9d76ed82f,4
e83f846eb,6
60b9421cc,3
72a7cb335,6
0bd4aed6b,3
ae03f99f2,6
5a1010bca,3
6a5c652b5,3
040771e8e,3
706a9cd5c,2
62550cf78,4
701c5afba,3
d0fcfeb0f,6
7bce76c66,4
3b0b88ac2,7
a88d34ee3,3
061378b30,3
fc1457818,6
a27f0cc49,4
728c78b39,4
6c054c4ef,3
d5b9e0322,5
a2dc697f6,5
b04b200fa,4
be7b65c23,5
e37f4aa07,2
7de2f688b,4
e7020fa9a,4
752491221,4
c2346525a,3
bc7361016,4
66201cf73,4
b7359384d,4
be23e42d0,4
1c59cecac,5
e7e1904f4,2
2e3bfe5a9,5
13f07ee9a,3
d78d1dec0,6
821bd9373,3
720db9cb3,3
0443d6f82,6
67efce2e0,3
fa1a30192,3
c675f3b10,6
6e3d78857,4
d4d6997e3,3
d13d93f69,4
d8715d47e,6
c15b3c9f1,3
3bef75882,2
60bf93971,4
e9eeadf82,2
a4530b1d0,3
da6bb3100,5
79669f807,3
3af2b1473,3
0f0f81a37,4
b8976d821,3
9eb98f34c,5
e317b2a73,2
ebd78e1d4,4
0822c54d5,4
4036e0e12,5
f34d62be0,5
2a7b5edbf,4
18042e473,4
dc99804de,4
0fb490c9b,4
284be445a,3
a831df76b,4
145883970,6
e3d9dc96d,3
9a64e72cf,6
6e643eba1,6
a1b3dafc9,3
fe88a5777,6
bda2d149e,5
6cb5381cb,3
366a03818,3
732d546b4,4
a8a8f95f6,4
0b4bb9906,6
5eeb10b7a,4
f03b04b1e,3
a672ea96d,3
4df43033d,6
d25638f81,2
aafb75ee8,2
e9cf01a21,3
1c74d62ed,3
2148c2ef6,4
f0bb05fc7,4
479500716,3
1afdf61ec,3
b4d0c60b6,1
110d4487e,7
27cede3cf,3
99dcd9020,6
4cb8fe436,2
a13ed5e9d,3
7adc5209e,6
0a8ee7520,4
82aa52460,3
4c9f111f1,2
eb6c692dc,6
d096658bb,5
109c4f5a8,6
f8b702182,3
eb652ec07,3
026ebf139,3
6c7c5555f,5
1a9733afb,7
1a54d4e92,2
8526200d3,4
8df39788a,6
45543730,4
bf50b399e,2
a05289ebd,6
dee525fcd,5
ceed27182,2
c0a9578bb,6
66dda45c4,4
9c87d70e5,3
4574e3de4,6
794a45833,7
800a7c025,3
6c75b9082,4
6dbc5c968,5
4dad8252f,3
3f9f466d1,6
8bf9a6b80,3
c43ecb3e1,5
3a3ae56f1,2
172332f53,3
01f7fdb78,3
9b721dcaf,6
e20655a10,5
9718baba0,5
cdd7aee45,6
86550c5dc,4
ba311fc1a,4
bb05c1ce8,2
4060caeb1,4
e54ee8e55,4
1.66E+26,4
5a2c8a05f,2
d3d47c67d,3
8ba0c6894,5
71cc0a02e,4
75bbaa3fa,3
ca587cb42,4
b4eb7f4df,3
fd32ce3ef,2
a15d8c8a8,3
34cedf9bb,6
ab599a6ac,6
81da09ea9,2
e736ab042,3
81a815ef5,3
0f122f712,3
58a10d0cd,3
3b1976326,6
30ea81bac,4
35907f15e,4
bfb33b149,4
375905770,4
9ec161c16,1
19f38a3f0,3
e2f1f5377,2
0c17e1f32,3
b912b1114,6
bd9e9d9e2,3
241dd214b,3
84874570,3
c1df421c4,4
ab9f715ad,4
3cc84c2f8,6
ee5583527,3
9a770c49a,7
e07812482,3
997db5df5,4
301e16ab9,6
8705145ca,5
6e3aad5f3,5
75a11e0f8,4
219a1308d,4
915173d4d,3
c390140c3,2
81d97fa9f,3
78b07d4e0,3
6cd1cac68,3
fb3bd80d1,5
51372ce91,3
1a1283447,5
4831c683c,6
90592e40c,3
e4e5ea1d2,6
e7a74fca8,4
a5595a935,3
c7575df7b,4
e81c6347b,3
7ee058c3d,6
4d999ee22,3
0637293ec,4
7ead795bb,3
691a8b7ea,6
fcd21f3ec,6
9c31047a7,4
76d5726c4,7
03d59fc21,4
1a9e7158e,5
86afe98e6,4
0eba8b0ad,3
d38bcdf49,3
85a79f281,3
91c2159dd,4
91d6a2898,3
cfddf0c47,3
b102f525b,4
dc1c9f8d5,6
c96f9d3a8,5
072ae6d9e,2
fa94b21d1,6
b5df81f99,3
2c24655fe,5
c702e00d2,3
95d2a0bdf,3
c8208c3c9,4
9a9f6c753,2
92b89a666,4
6819ce556,3
17bdf954a,4
2bf834f39,6
53cd96ef8,3
da327c74b,6
10a6c97d5,6
f8d831236,3
75a4a14ac,6
df39a5468,4
37f127385,3
878e36da4,4
1ffe668f9,5
9a2f44ddf,2
54e2508de,3
432904c5d,3
d30b90a39,3
20559d623,4
2e1d3ae52,3
3b0b2a86a,6
64c1c412b,6
b28de653f,6
0e6dd5e23,3
46dea66ea,3
842b21328,3
184ea777b,6
86547ad6d,6
ead547f1b,4
703f38466,2
60b188249,4
845703071,4
3c5e8cc5d,3
9f533475e,6
0636650db,2
d8128cefd,2
6b3614a92,3
dd2ec7bf4,3
fcf377cce,5
fb9a96204,1
d4b028ea8,6
8520800b1,4
7f8f45a35,2
dd7ad37e7,2
c92256e41,7
caa9a4f53,3
4ef431298,3
044548f89,4
6c3a05812,3
5d1fa8ddf,2
68cdd6d6b,4
1171c9a41,2
f9994fbae,4
67dbd5ed9,3
129df65b1,3
cc25fb529,6
3db150833,3
3b8b38508,5
2e1d4e279,3
f4f349714,7
7d21dc4a8,3
c3cafb38c,7
a6e902691,2
e3f841674,3
a6423eca8,6
2cea63a41,6
1751240fe,7
6c48c9154,3
9a3c966a9,7
ac49bdbdd,4
7fc640ad8,6
05252b175,4
27104e464,3
da8a47785,4
1aa3952c1,4
8bac2d757,4
1ba11aaaa,4
e5164d828,3
a0dd85af0,5
0392c0c81,4
fff24fcb5,3
1195168b6,6
9f7bf4f71,3
accca912b,2
27c4981c9,3
c2558c319,3
12d514ef2,5
3e2cc2690,6
c5072890c,6
17e6747da,6
1f7d6b89e,3
0052dcf47,4
cdb855a69,6
6f93a41c5,7
23d2b8824,4
dc56ff89a,3
23379775f,5
fca85f778,3
2b3ec0f96,6
a9bfec3ba,5
8885f346b,6
33d3738f6,6
87f4ea65f,3
edf0ff7e4,4
bebab9790,7
f17d4ab32,5
97dc6aa32,6
489d05a55,4
51d8da535,4
bb4c6519d,3
9fceca5de,4
93849e2b5,4
700a93465,3
d95eabfe9,2
146d950bc,3
439f040ed,4
022d2d16e,4
e0238b8c2,4
a5b5eccb6,3
0b8614414,4
6e3457b81,4
20d4ea30e,4
f98750599,3
2f346ac72,4
fc9b4b692,3
ec7775c4f,6
487abc5e1,6
06f523361,6
5c66641a1,3
ed5f14fda,3
a23f0020a,2
5a5463e17,6
518f86025,3
8dfe4da6a,5
8c93a6e28,3
94bcf0199,4
e758e4c0c,5
f2b656028,3
c69842c2a,6
fa07f7477,6
09acd6b31,2
782eb0d9d,4
7fd7b7583,5
655cfc630,2
e9dc82251,3
2f19ac5ab,3
7687b7da2,7
203e2bd3c,5
6b0103c04,6
3f936cb8a,5
d0101e748,3
56583003c,4
f99a5e817,3
157e3e074,3
68731378e,2
1e24f14d6,3
eb8aeff64,3
e9e06e3f6,4
79f8b048f,7
488bfc285,6
5698c00e2,6
b5aa169b4,5
846e720dc,5
13d0266c5,2
1b87c512e,3
859bcc995,6
9744dcc69,4
a2ae5fa7d,6
445c703ff,4
b9d6b1488,3
1ffb40e20,3
c0fe34d97,5
1ee56e81a,5
4e3e41b78,3
f4415e636,3
f91147e5f,7
406a1e534,6
648897870,3
2418f7929,6
2f60db1f7,6
0e4049f6d,6
27268f547,6
113b2b57a,4
d9c54752f,6
daf1a8d08,3
1ba69dec6,6
b744f152f,4
30908fb77,3
beb3a6da0,3
e3897d3cb,3
cfe285c5f,7
92caf1d01,4
37bf6da18,3
24d9b76ae,6
86953ea0b,6
0162634c2,4
c0ca6dd73,3
6f72c46b5,3
c8fc0d746,3
7b8924342,2
5145f87a0,5
e73038b62,6
b8bf2c090,1
44bba906d,6
7d1d7a4f6,6
fbaec0999,4
e936f5f63,6
43b277272,6
36cc00cf3,3
4fc4ac031,6
d5a027e6c,6
4bff9728d,7
cd4b05b8c,3
77fa5cdd7,3
f253bd6aa,6
21493e6ea,5
c5e4cfab0,4
7667378df,3
d09835201,1
a76983523,2
b6637d165,3
c60e6aff7,4
ec7517f68,3
3304185a1,3
d7dc2efde,4
25560b530,3
59b224cc9,6
32ef0472e,2
51022a643,4
4f7aa1d3c,3
8b63e1b21,6
7395053bc,7
700de2c49,7
d39c87657,7
6dcbe818e,6
88030e16e,6
694caa813,3
4eb61ccb3,4
99558286a,3
d9033fea0,6
8e0c995a9,4
eb8620132,6
b279ec774,4
261cbe336,5
e02b6a2d4,3
c12b5f5de,4
7f8955f6a,4
9809485bb,4
9397426ea,2
865e968b4,3
7a25c5a12,6
cb9cffdff,5
b8d07c37b,6
f0ac69be1,4
80f8877f8,3
0eaa9f888,4
11960b9ed,3
9d24c695e,5
90e1edc71,4
3c273e42f,6
9dd9f107d,3
58fe1756c,3
ebbf04d10,3
2b4b4e40c,3
e7fbd95a9,6
30dbb2e50,3
1d46f1061,6
71c3f9254,4
3d181b3c6,3
3536e1efd,3
de993d8ad,4
f8233b736,3
76e071fcb,3
d8c1859cb,6
9ef475fbe,3
2ea365a6f,3
42e7de7c0,2
71ad8e81d,4
7ca780c35,3
c039154f9,3
eea0cb464,5
09c629b05,6
4be73c550,3
4683d863b,4
ff05d4438,2
6d8793638,3
79b514f79,3
9102809eb,3
4e7a22c99,3
8c36b62a9,5
5bda8f113,6
943e9242f,6
6d59be88d,5
181fb7dae,4
0ce98d199,3
1aef9fc86,5
b386bb45c,7
b7fa5b815,3
070faf086,4
36a216956,2
ae524a36a,3
391e0cefd,4
a0ece637e,7
9eb042155,6
c9646e275,4
7d2fe6bb6,3
154d24447,3
9e0b14cf6,5
80fcac43d,1
a2b42f2e5,7
ba8d53f1e,2
d23a8d771,3
3697f94e1,3
0baab7556,3
6f85ce1a9,4
f24991ef7,5
9c263fbc4,2
a0cc9df12,5
e825b8b9f,3
c4feb7269,6
14357e2ed,3
56437112,3
abc69ab7f,2
4137d96a2,4
dd5797b7f,3
59d4947b6,2
28c005011,3
3f5f5782f,2
dc0ee2c73,2
124f45c2b,6
8908c9d99,4
8f21fee9f,3
bcf13ec9d,1
0f3434f36,6
311479c63,3
0b57ed86a,4
2d33077f2,2
a372e8416,3
084e4c05b,3
842528c2a,6
96a1bce27,3
99ba1c605,4
d2dd62cf2,3
53549acd2,6
f981112a8,5
53d6d37c8,6
8edfea832,4
d83aa1f02,6
9e27976e9,3
dbaacc7e8,6
3a67f200f,4
c93c0faa3,4
c9439e71b,4
4f502df1a,6
9725bf4d2,4
53bcfd67d,5
949cb7ee9,4
a58d8080b,3
855de7c89,3
796774834,4
db635ae93,3
11f062cb4,4
137916924,3
f0885aa00,3
c7901e98d,4
30e66b835,4
55f34f8f5,5
1bd200942,6
f310c42f2,3
7acaea66e,4
5afe2ebbc,1
747359fcb,5
ff7ff0f3c,3
f62e604d6,4
64568c4a6,3
67221a8f8,6
2082ad764,4
8960dc21e,3
d7c661670,4
caf3220f8,3
a72a34bdf,5
8af4db3f3,4
0b59a57ff,5
2d837689d,5
da5ae6aa9,6
cc8bf5e79,6
06ecc204f,6
b022c1924,5
4a8caef08,3
c547fc4f7,7
dfa8ac290,4
642a88a93,2
5f2edae7c,4
a22c43e29,4
edf6a5240,3
92c2878db,6
d8fceeb86,3
d0b61aedc,4
89af60ff3,3
62b2ac9fd,3
bd5ac00df,2
7e87938c3,4
2db6c996b,3
e79f310db,5
f7af4ce3d,3
eea72fce5,3
9b1241ef0,3
102482c40,3
7d028bdea,4
c6556750a,4
defc7be05,3
209e4f717,4
14ae60869,1
303ecdb58,6
4463deb9a,5
502c3e7ae,6
4c1a9d86f,3
8c17f26c4,3
d9a014dbb,6
f195c540d,6
d33c9174f,5
7ddc32b12,2
3e4f81782,4
e53cf2373,4
93c9866b0,5
f2755d8bf,3
1727cfc45,4
cad137e83,4
0e8c2a1aa,5
b8d244dd5,2
4e00cd0ac,4
fd6c93d05,3
8563bddec,3
2acc0a068,6
b5033c917,3
f3b4e3f5c,6
80ae0a34f,4
ca144ac2a,5
dd8817ccb,1
b612d6ba3,3
c517992c8,2
661bcb904,3
d6e342121,5
8415aff49,4
d2be70a4c,6
e4253889f,2
c135c6b15,6
eefb8d885,5
545711134,1
133cc5f19,4
25ebacf03,2
982dce813,5
fe3e235e0,4
4e01721aa,3
0b01864e2,2
b90e6ec69,6
4298e4c15,5
0b942f000,2
bbff353ce,3
4a0cda147,2
fbed8fc1a,5
7a54b760e,4
4c5dd1f7c,4
7be394a98,3
87074d17f,3
2502292c8,5
a578345c4,4
052b0ada8,4
529025eb8,4
3d3aef491,6
2b3fc0265,3
c37cd2095,7
d075365c0,4
a79fe858d,4
fd279ad95,4
c1ba2169b,5
36632f72b,4
9e380d9a2,4
d01e08ee2,3
fc4b199fa,3
b05a3ca1d,3
ed6684f3a,6
27bf3ae34,2
753654b70,4
3613869b2,4
cec359a78,4
ebcdfedd2,4
f39fef7c1,4
a4fb2d366,3
7f4fb6f7e,6
05935bf08,4
bd248bb10,6
6c5f1f0a3,5
d4c9eaede,3
ce788268c,4
bd30ea4fa,3
6dac572be,4
cdab9b66a,2
fb0180584,3
400cbe759,6
281e2d7e8,3
bf74b13ab,2
01ba4e94d,2
02d6020a9,3
bf12ff750,3
36ccd9729,3
12f9b8e6c,2
468cec390,4
b80b51bda,3
b2a23ac85,6
a92b06d0f,5
7af7d9cb6,4
99558ec92,4
4d20f6163,3
d6cfa5d4b,3
fc5e81c00,6
cb0309848,1
a72e084a4,3
5e390710c,6
056cc22d2,3
8ced67d36,4
81b5f684a,7
204a3b926,5
311ad9ac5,4
642ed14e6,6
640e18ef0,3
ab8386c6d,2
3f734b97c,3
4f5f178e6,1
c8be6ec3c,4
b63d76ef4,6
8435e081c,3
eca179f5f,6
9c580ca06,3
706c85343,4
73501589f,3
201d52dee,3
94fa9ff25,3
06bf9e676,3
4ccb3f896,6
281618ba5,1
5.15E+72,1
35f9818a7,5
260f532b1,3
e25d4dcb1,3
5c810c552,4
54c2d49bb,6
30dd541af,3
19dcd4753,3
3209cdc3c,5
e80386a28,4
9b980624e,4
6f3e5cbd8,4
b4f1bc76e,5
4669945ed,3
1b932e373,5
a0f88616c,3
b0c918c91,3
59e24567e,6
50361acf5,5
50e35cd70,4
7330b19a5,3
50277142,4
69262e404,3
a6fc65f2d,2
19f4d65b7,4
76288167b,4
f93283e0c,4
685cbaf7f,4
cdc958646,5
6be0a8fcd,6
151d50f53,6
a81084ff0,6
b82317efb,3
e0b6196d9,4
133a0db2c,3
c712cfd20,3
467614705,5
26848ac26,2
88ac92eed,4
9fa760b69,6
3a0e3b527,4
c6acce195,4
04e7d89c0,7
f1c49dd17,2
93f758039,6
ba58bb1a4,4
85b57bb1e,3
0bc3f09be,2
0f311b358,3
32148e0fc,2
da8d4a273,6
7d526090e,3
deeea2b65,3
c9ebb9992,4
085c9be4a,6
12380b365,7
4ce0b81f5,4
cc60d07c7,4
f03979157,3
3a4178fe9,7
355743336,4
97db95d21,6
e42dc215d,7
11ad894e6,5
2b5a3c81d,2
79d32926c,6
6029bf590,6
df76ee4c1,7
df6f884c0,6
78ad8f1a2,6
311e28b8b,4
9b9e24b37,3
c3ae3e118,4
9866d1bd1,6
9193e335e,3
78c217b2a,4
cd617c72c,5
3089a5bd8,2
cb5597fb1,3
1a3a45096,3
382e4bddd,2
944db63df,3
1d03b6d7c,3
7cbad35f9,4
6e6d8b614,5
e3a5332ce,2
e5e083218,3
b75594e30,6
2cdb96709,6
0bd2d5882,3
ea319fdec,6
300337abe,6
90a967a14,6
76358e754,5
df8ad80b3,4
8dd958339,6
796382bf4,7
81a176a02,2
e93afb8ff,5
67e7da152,6
d721ed589,6
6f2721c52,1
1a018ef15,4
8c4c4bc6e,3
1bb0600a7,4
e04df6caf,5
62d6817ab,2
faf6a8cd0,6
86d203b94,4
093a35049,4
2e6fc0342,3
f849d1829,3
32918fcdf,2
a2edd6e44,3
44b6a5b46,6
abdeff83f,2
f2a6e7dac,6
8311f29c4,3
b1da9f428,3
f54bef6d6,6
b12bdec95,5
69c8c9463,2
aefafcc66,6
8eb134074,5
8910f2f5e,5
45bf47f58,2
190eba3c6,5
228d72748,2
e21d09b79,7
833c51fd2,2
38e12233c,3
4d6a996c1,4
52238d3bf,4
2e1e8bbe3,2
e99c4a55d,7
bd870f5b1,3
727a1c793,6
24afd5f54,3
abe8790ba,4
d2d9924f0,4
162e06c01,7
29900d942,3
018cb4eaf,3
5419155f2,5
48f5de7e9,4
cad1a9f54,3
952501bdb,7
798f4a1e4,4
98c17f102,6
4a67bf90d,6
e152df77a,5
26627b528,3
fea00b643,3
dde8ffd00,3
2c15f3086,2
8a1b27ab1,4
a0bdb767f,3
46b603304,4
6b820b13d,3
ced0659f2,3
bea0802eb,7
cd7ee75c5,6
066521b34,5
bd37ccdd5,4
35f8b4bff,4
5b56430cd,3
1d6944a82,6
36ab1bdc9,4
d6ad64584,4
7314cb848,3
492fe3371,5
4e4ba4429,7
bdd606969,4
d111847a0,5
ab2bb4a0c,4
c9151664a,6
9e25c09b2,3
eabef1496,3
ff832cb7e,6
c29fca356,6
3de6bc035,4
854319675,6
51df78553,6
fb8efea32,2
dabe9ac5c,4
235572f38,3
40b53f6c2,3
972fba985,3
2c07c1abf,4
0f796d3f9,4
9951b9762,6
b96b7da59,6
71d834666,5
1a4464471,6
19d7de899,3
eb42f77fd,4
ab09748d1,4
98e211da3,4
d4aa3713a,6
32aa78316,4
6366b7f4a,2
c0771fde0,3
009239f92,6
b2056e185,2
4f678d1cf,3
b7d753c5a,3
2e85b81d7,4
400e57095,6
74088eee1,4
d6a2a2e37,3
4463622c8,4
848c1d759,7
6d4bdde4c,6
ebba4f83b,3
91d7bd3d7,3
4c1981df1,3
378406cf4,3
aecba8ecd,3
c9a00b80f,2
2398599fc,3
27e458086,5
7439df9c4,3
1d777bbcd,5
5e6c38ddf,3
8e77a97ac,3
6aeef2649,3
c9ff29578,1
ee590e762,3
6679c179c,4
2614882d1,4
fd2f64ea7,4
96e1f20e7,5
15a491e20,5
fe3a83fe5,4
e0dbd7901,6
ba7adcbe5,4
c93e37265,2
885b7eb9b,6
577de26db,3
4225add43,6
1076dcc35,7
29bf0cb2c,3
6984c8d7e,3
5980b0699,4
d30087066,3
4335b2207,3
d73b2a4c6,1
63ddd39f4,6
dc20a0cea,3
db24c8108,6
2c007007f,4
429296d6e,4
14c6c68e2,4
6593bd2a2,6
e8ec1a562,3
ef73ab8c6,3
afaadb62f,6
ca39f5e93,3
a27b7e4b1,4
1ec7dc903,3
a2037a7b0,3
227580301,3
f95b39c6f,4
3e0ae8fb1,3
ff10041de,5
a7eb03730,4
8c89e09ae,3
f1cc9dd25,4
504ce7187,3
fc43fbfe4,1
385028a00,2
8bcb0a0e6,3
07b994326,4
0c3ce1826,4
bc14f3a48,6
d09752d1d,6
e92ed29c2,4
a655655d4,2
8140d2734,3
25c1c662b,3
6f63c5c04,3
ff96988fc,3
5112569f6,4
5df70cb5a,6
e45ec98a4,2
0fe58286d,5
c2f9689c2,3
ec138f2a8,6
0e49c7f19,4
bfbaff540,3
f47fc05a6,3
a3aaac2de,6
62e2e9071,4
1f2c63312,3
00648f96f,3
f70a1bf5d,4
6eb8a8e8e,3
a9bcc4196,4
cfe4df8c6,3
b16afc5dc,6
da5295aaf,3
afec4c35e,3
73066f6ff,2
6af981c61,7
5685ae208,3
edd61c330,4
85ca390a0,3
06dd351e6,4
f60ee7233,3
f67dcb4b3,6
140ef35de,2
c5f20f40f,5
7f7e9db52,6
28ec2de89,6
4f35cb8e6,3
721017d68,4
d50b449f0,3
5d2f7761c,2
cf795bb00,6
3141b7931,6
896bb46bd,4
e46fa829b,6
bc526d236,3
f6c91bc20,2
c0bc43dd6,3
85094deda,2
edef78673,3
3bab1eacd,4
95a89f5f2,2
61dc8345a,6
bde802b84,2
125522846,4
4a1702099,4
29aa0b74b,5
eea15297e,3
b421d0d48,6
e1f08c5b2,3
611970ebc,2
9ebf6e448,4
b3c62d7f8,6
db03ddc32,1
e25112cac,4
29466dcf4,6
5bc5b43ae,6
1f96eae14,3
4f04b1556,4
6348b55cb,3
37204e0c1,3
f5257c5e4,3
71f245b82,2
7d7a39d71,4
245434d5d,3
c70a3fcc5,2
ae38b9254,3
dbc39e84b,2
a43071ff0,6
f0057428e,2
3afe6f1fc,4
cf49e1549,4
70be9c861,6
597c27524,3
0b817da84,3
2931d3eac,6
f77452d59,4
2f72b9f33,6
a662626a6,2
33ddc2011,2
e21ecf520,6
77001793,7
689e4e3bf,3
310ea711c,6
1f949d065,7
1dcb1fe2f,6
ad90d4962,2
de67abe0b,2
d97d4b420,6
9b251f717,4
c49629a90,6
bda912e4e,3
ee5ceb065,4
2430b50b4,2
85114144b,5
b03c17502,3
7931ba838,4
a710da2ab,3
289112dd5,4
d31b3f33b,4
f9715a897,4
a1d8d917c,3
f90f6ca1a,3
55e32b4b7,2
27a8bdbf8,3
f0ee32b27,7
bf5700a80,6
8.04E+14,2
591f1d67c,3
b1e590596,3
4544aecf7,3
16472756f,3
4ed26a84a,6
de35c9f48,2
66f6cd1cb,4
c54b26d73,3
d11425b98,6
b7df87757,4
7ed1216f9,6
ea303d329,6
fe3d0c6e4,6
9e165fb1c,3
0c2e0fc7d,4
51c99e8fb,3
a8b9d57b4,4
d5176f7eb,6
4ea7c5d48,3
70aa95825,4
2f0e90bdd,6
2f0805ceb,3
f024e91b9,3
615af86e9,3
0adfa8a60,3
19e701fea,6
c842fa148,4
25f6db0fd,3
be0888771,4
c23b2926e,4
76a063a20,5
97bb6502c,4
31b3d9b10,4
6a8d98847,2
a5bed2b62,3
c4835ee5c,4
8167f58bb,2
04e829d49,3
37fb97f8b,4
92df22369,7
c04cf0018,3
86f7b4013,6
0a53af472,4
2de32b48a,7
cd5a7effb,3
a2a899dab,6
2fcdfb0e1,3
ea433c341,3
78f87a45d,4
1b71de34e,6
5a7207717,1
fc8220250,3
1ca9db40b,3
7f51a7e88,6
b593502c5,3
9f02a1c14,3
183eb3fe5,5
c4e0d125b,3
ea7ec0562,2
eb900ff8a,5
cf51903db,2
37438ea50,3
fb24264ea,3
7faf2e49d,4
21b90ff68,2
3622c0bcf,7
2c1c1b557,3
b7d23de06,6
f923ff77e,3
d473d632a,4
2ee5073bc,6
30e900b4a,4
3397adec3,4
86f40e2b4,3
924cc5438,2
6f3e4618d,6
84f065b56,2
467aed7e3,6
e71c9d710,5
733f9942b,2
0a9f9f178,5
283424d80,3
8fa2d16db,2
8bcdd9bef,6
4dc36183c,6
b13247816,2
6ea58b8ac,4
bedd7f1e7,6
b551658f4,4
6c7efd1a5,5
b2c120250,4
1696155ce,5
0aba238d7,4
df874dd59,3
451bf38f1,4
369dc90b6,6
d418ea0ad,2
e61aceb9e,2
2b1f83255,3
12d48709c,6
49113adb2,1
75310196e,2
f680cd37a,2
460426eb4,1
db3f7a11d,2
93d842736,4
9c95b7659,2
c552e255a,6
f4f5588c6,4
9af15c8f1,4
525b3147f,4
390689a38,3
d7a050445,3
b7da4e981,6
19caeb6b5,4
c919eb44b,6
60f317698,3
6808adf0a,3
6d1e4b433,5
04a6267e4,3
060b52c3b,5
d919bd302,2
96ba0193d,3
e2b5913e7,4
6a8ce175d,4
8dccbb182,3
6e4724604,3
e723eee29,6
e19ee42ce,4
86c412966,2
72b0f5c4d,3
a4385e043,3
e58eb3249,2
c6c8c73e5,6
c78cea205,6
dfff88c90,3
fd67a3f2c,5
3625dd7cf,5
dcf2641f2,1
10a3c8b71,4
e910d17de,4
