PetID	PetType
64d85557b	Lovely / Playful / Friendly
07dfc8e89	Found and Friendly Rescue
5891eb6ec	Found and Friendly Rescue
1e79f1a74	Found and Friendly Rescue
0603e450a	Lovely / Playful / Friendly
4c08175f2	Found and Friendly Rescue
63ea487ed	Found and Friendly Rescue
94738fe21	Found and Friendly Rescue
f8c7d5162	Found and Healthy Mother and Kittens
3aab441c8	Found and Friendly Rescue
9aaaee20a	Found and Friendly Rescue
99b56d294	Found and Friendly Rescue
35edda33d	Lovely / Playful / Friendly
348fade02	Lovely / Playful / Friendly
301b3b88b	Found and Friendly Rescue
59b68d2e2	Found and Friendly Rescue
bcb71ba05	Found and Friendly Rescue
b3d560f95	Found and Friendly Rescue
c87763ce2	Lovely / Playful / Friendly
40f5e930e	Found and Friendly Rescue
0e178cab1	Kittens for adoption by owner
ea75287c4	Found and Friendly Rescue
1.28E+13	Lovely / Playful / Friendly
1a92f6e92	Lovely / Playful / Friendly
f1eb8b164	Lovely / Playful / Friendly
959a881a3	Kittens for adoption by owner
699ede995	Found and Friendly Rescue
95b2b8d75	Found and Friendly Rescue
75f25bcb6	Found and Friendly Rescue
87c583bbc	Found and Friendly Rescue
c74a234f2	Found and Friendly Rescue
02661c4c5	Found and Friendly Rescue
fee0eca1a	Found and Friendly Rescue
1ec246964	Found and Friendly Rescue
9d9ac4430	Found and Friendly Rescue
68801b60f	Lovely / Playful / Friendly
fe174feaf	Lovely / Playful / Friendly
295d49ea4	Found and Friendly Rescue
6ab47c3bb	Found and Friendly Rescue
bdb8343cb	Found and Friendly Rescue
d36ac8c08	Found and Friendly Rescue
3972dce9e	Lovely / Playful / Friendly
a0b3ccddc	Found and Friendly Rescue
6e4ba0bbc	Found and Friendly Rescue
b23d4068f	Lovely / Playful / Friendly
2920191f9	Found and Friendly Rescue
d683ca8e2	Found and Friendly Rescue
48efa3f5e	Lovely / Playful / Friendly
e03924fbe	Lovely / Playful / Friendly
6d19b5b19	Found and Healthy Mother and Kittens
c224db738	Found and Friendly Rescue
1b5ee9232	Lovely / Playful / Friendly
a3af20492	Female Mother and Puppies
1dfaadc39	Found and Friendly Rescue
427a7d9a4	Lovely / Playful / Friendly
d8e945151	Found and Friendly Rescue
27c72b14a	Found and Friendly Rescue
3b69b9208	Lovely / Playful / Friendly
cc5e6046a	Found and Friendly Rescue
ff78e02f1	Lovely / Playful / Friendly
2499a5ac3	Lovely / Playful / Friendly
53c4f449e	Found and Friendly Rescue
4f167e094	Found and Friendly Rescue
76b8cdefd	Lovely / Playful / Friendly
94c6c543b	Found and Friendly Rescue
835cb2fef	Found and Friendly Rescue
a90f1da14	Found and Friendly Rescue
4db3fb6cd	Lovely / Playful / Friendly
6d680bfcd	Lovely / Playful / Friendly
ff8d81a17	Lovely / Playful / Friendly
bddf3eba7	Found and Friendly Rescue
af689290f	Found and Friendly Rescue
83c01a2f1	Found and Friendly Rescue
73a62be68	Found and Friendly Rescue
b590148db	Found and Friendly Rescue
c143aa174	Found and Healthy Mother and Kittens
71866498f	Found and Friendly Rescue
959973c0a	Found and Friendly Rescue
87bf9db6c	Found and Friendly Rescue
3ccb69d5e	Lovely / Playful / Friendly
e9a238ffc	Found and Friendly Rescue
8b590e38d	Found and Friendly Rescue
ae69e67e9	Found and Friendly Rescue
4ccb74caf	Found and Friendly Rescue
23572703	Lovely / Playful / Friendly
c8107d860	Found and Friendly Rescue
ae6da35ad	Found and Friendly Rescue
0b3c0c460	Found and Friendly Rescue
ddb893ad0	Lovely / Playful / Friendly
31896f476	Found and Friendly Rescue
091271d52	Found and Healthy Mother and Kittens
7977c1678	Lovely / Playful / Friendly
c584098d4	Found and Friendly Rescue
7c0eb87d7	Found and Healthy Mother and Kittens
bc2140510	Found and Healthy Mother and Kittens
500ddcf93	Lovely / Playful / Friendly
f9d04b2c1	Found and Friendly Rescue
1895238aa	Found and Friendly Rescue
7410e4590	Lovely / Playful / Friendly
238a79d8f	Found and Healthy Mother and Kittens
335c29a28	Lovely / Playful / Friendly
9b7e7d728	Found and Friendly Rescue
9bb49d92f	Found and Friendly Rescue
47edb873c	Lovely / Playful / Friendly
0de470e08	Found and Healthy Mother and Kittens
fcbadee1d	Lovely / Playful / Friendly
b245ba4ee	Found and Friendly Rescue
a752c78f4	Found and Friendly Rescue
201dab625	Lovely / Playful / Friendly
4fb06e56b	Found and Healthy Mother and Kittens
57fc14141	Lovely / Playful / Friendly
b5f878e59	Found and Friendly Rescue
dfa4ed447	Found and Healthy Mother and Kittens
9685bf777	Found and Healthy Mother and Kittens
bf5e0d442	Found and Healthy Mother and Kittens
78a8f8a07	Found and Healthy Mother and Kittens
92143aaee	Found and Healthy Mother and Kittens
f72282155	Found and Healthy Mother and Kittens
aac356b94	Found and Friendly Rescue
f86d87b63	Found and Friendly Rescue
e38b05c0d	Found and Friendly Rescue
b058642e7	Found and Healthy Mother and Kittens
655867ece	Found and Healthy Mother and Kittens
e024807df	Found and Friendly Rescue
4192f7f1b	Found and Healthy Mother and Kittens
2b9c8cfa6	Found and Healthy Mother and Kittens
1640ba06b	Found and Healthy Mother and Kittens
bef3d72f4	Found and Healthy Mother and Kittens
7fda5f5f8	Found and Healthy Mother and Kittens
67405624c	Found and Healthy Mother and Kittens
96c7bbbaf	Found and Healthy Mother and Kittens
6bbf1c7a8	Found and Healthy Mother and Kittens
5470874da	Found and Healthy Mother and Kittens
677287d56	Found and Healthy Mother and Kittens
10888c73f	Found and Healthy Mother and Kittens
c941bf351	Found and Healthy Mother and Kittens
db6972cb2	Found and Friendly Rescue
a657b0ea6	Found and Healthy Mother and Kittens
e9143cfdf	Found and Healthy Mother and Kittens
c1805e832	Found and Healthy Mother and Kittens
261ce8fc3	Found and Healthy Mother and Kittens
de136c13b	Found and Friendly Rescue
8ed7d0992	Found and Healthy Mother and Kittens
da111ef86	Found and Healthy Mother and Kittens
9af944fc5	Found and Healthy Mother and Kittens
0325c6d0c	Found and Friendly Rescue
b003e8b9f	Found and Healthy Mother and Kittens
889bfaf96	Found and Healthy Mother and Kittens
a4404351a	Found and Healthy Mother and Kittens
3a00823a4	Found and Healthy Mother and Kittens
5e98f3ff3	Found and Healthy Mother and Kittens
d8acef713	Found and Healthy Mother and Kittens
b974a19cd	Found and Healthy Mother and Kittens
df21b3124	Found and Healthy Mother and Kittens
9b01e4b24	Found and Healthy Mother and Kittens
387ae48fc	Found and Friendly Rescue
1ee21b297	Found and Healthy Mother and Kittens
8fd546c6f	Found and Healthy Mother and Kittens
dbe6d4fd1	Found and Healthy Mother and Kittens
09dbd2f26	Found and Healthy Mother and Kittens
2acdd3a56	Found and Healthy Mother and Kittens
8b6fd3411	Found and Friendly Rescue
26f787401	Found and Healthy Mother and Kittens
cea74a1f7	Found and Healthy Mother and Kittens
df4f4130b	Found and Healthy Mother and Kittens
ef6b5d97f	Found and Healthy Mother and Kittens
97a07be8d	Lovely / Playful / Friendly
b079f32ce	Found and Friendly Rescue
964243fcb	Found and Healthy Mother and Kittens
6c48a45ee	Found and Friendly Rescue
0f3aa4636	Found and Healthy Mother and Kittens
3bd5dd377	Found and Healthy Mother and Kittens
bd86f3b7c	Found and Friendly Rescue
4af2a37ff	Found and Healthy Mother and Kittens
0dee9d530	Found and Friendly Rescue
1430f6686	Lovely / Playful / Friendly
f6b750fa0	No Valid Description
851572525	Found and Healthy Mother and Kittens
b8821af5e	Found and Friendly Rescue
7c0cb2781	Found and Friendly Rescue
5882f07fa	Found and Friendly Rescue
b4dbe4f8d	Found and Healthy Mother and Kittens
58834bef4	Found and Healthy Mother and Kittens
d32ca0658	Found and Friendly Rescue
0a4d04d13	Found and Healthy Mother and Kittens
99c6a442d	Found and Healthy Mother and Kittens
99a0d761b	Found and Healthy Mother and Kittens
5cfe97f4d	Found and Healthy Mother and Kittens
5edfbf6ba	Found and Friendly Rescue
0b1d74132	Lovely / Playful / Friendly
90336856d	Found and Friendly Rescue
223157063	Female Mother and Puppies
1f1ddd287	Found and Friendly Rescue
cd51d5ffe	Found and Friendly Rescue
144d036b1	Female Mother and Puppies
3b715cea3	Female Mother and Puppies
176780982	Found and Friendly Rescue
7950faa64	Lovely / Playful / Friendly
c55bc1c7c	Female Mother and Puppies
b2b237033	Found and Friendly Rescue
81d4518ee	Found and Friendly Rescue
4df1ef790	Found and Friendly Rescue
9.15E+08	Found and Friendly Rescue
9bc2df0bb	Found and Friendly Rescue
1fb65d9a3	Found and Friendly Rescue
65a011bca	Found and Friendly Rescue
88147811c	Found and Friendly Rescue
fff5752ef	Found and Friendly Rescue
8f52ecfdd	Please provide commitment criteria
cd4d7d073	Please provide commitment criteria
cbf5be359	Please provide commitment criteria
4d1055a38	Found and Friendly Rescue
ad4d4083a	Found and Friendly Rescue
a27323945	Found and Friendly Rescue
df25123be	Found and Friendly Rescue
64048c5fb	Found and Friendly Rescue
d160d237c	Please provide commitment criteria
684c1757e	Found and Friendly Rescue
0ab53d252	Please provide commitment criteria
cefd51047	Found and Friendly Rescue
c48a69f0a	Please provide commitment criteria
da11448b6	Found and Friendly Rescue
f5bc25243	Kittens for adoption by owner
7a0627be7	Lovely / Playful / Friendly
e13c0f168	Please provide commitment criteria
0eb92ca85	Found and Friendly Rescue
6f3a546dc	Found and Friendly Rescue
60dc59d7e	Found and Friendly Rescue
50848490f	Found and Friendly Rescue
ebbfc5416	Found and Friendly Rescue
be33711da	Please provide commitment criteria
29ffee2ab	Found and Friendly Rescue
f22172a19	Lovely / Playful / Friendly
de5a1529d	Found and Friendly Rescue
78bf39732	Please provide commitment criteria
df90f6792	Found and Friendly Rescue
d6ab3d456	Found and Friendly Rescue
bb36edf54	Found and Friendly Rescue
ef5d82c92	Found and Friendly Rescue
7700279d3	Found and Friendly Rescue
abc94aacf	Female Mother and Puppies
771d872a7	Found and Friendly Rescue
7b074b69d	Found and Friendly Rescue
0b74e8432	Found and Friendly Rescue
fa07edb31	Female Mother and Puppies
0a9497647	Female Mother and Puppies
2e6ed1d30	Female Mother and Puppies
e9665fc0f	Found and Friendly Rescue
b58629240	Found and Friendly Rescue
fb3a6969b	Found and Friendly Rescue
d739b8ea0	Found and Friendly Rescue
351ca0f97	Female Mother and Puppies
41b3f325e	Found and Friendly Rescue
1e5fba5c2	Female Mother and Puppies
efbc6b3fe	Female Mother and Puppies
c4fa4914b	Female Mother and Puppies
c1a0105d0	Found and Friendly Rescue
a5c61707b	Found and Friendly Rescue
f31765a83	Found and Friendly Rescue
f554997f5	Found and Friendly Rescue
b4b53b798	Found and Healthy Mother and Kittens
5eb07029d	Found and Healthy Mother and Kittens
7aa891436	Found and Friendly Rescue
53d7bd640	Found and Friendly Rescue
9e1db93d7	Found and Healthy Mother and Kittens
002d58f95	Found and Healthy Mother and Kittens
801ce34d9	Found and Healthy Mother and Kittens
971d25a97	Found and Friendly Rescue
82203c5da	Found and Friendly Rescue
9a5b91c0a	Found and Friendly Rescue
838c99628	Found and Friendly Rescue
04465b5e7	Found and Friendly Rescue
3f9fd0166	Found and Friendly Rescue
baa12ea44	Found and Healthy Mother and Kittens
0584689f1	Found and Friendly Rescue
3bf766f12	Found and Friendly Rescue
cc854698d	Found and Friendly Rescue
0f14425da	Found and Friendly Rescue
eea05de84	Lovely / Playful / Friendly
24a749cf5	Found and Friendly Rescue
6b0e3e8a4	Found and Healthy Mother and Kittens
26cad56b0	Please provide commitment criteria
6cd12b223	Female Mother and Puppies
f75ef16b3	Kittens for adoption by owner
50d9eb08e	Kittens for adoption by owner
1d9b084a3	Female Mother and Puppies
557b18791	Female Mother and Puppies
872d0a084	Female Mother and Puppies
6f35aa679	Female Mother and Puppies
5f1a99014	Female Mother and Puppies
820720238	Female Mother and Puppies
a09a02848	Female Mother and Puppies
ed19d5a78	Found and Friendly Rescue
7f1d157a6	Found and Friendly Rescue
5b1b64fc6	Found and Friendly Rescue
a76126713	Found and Friendly Rescue
55a13f499	Found and Friendly Rescue
70c322ca8	Found and Friendly Rescue
b759d6a14	Found and Friendly Rescue
48f5fa3df	Found and Friendly Rescue
835f0b15c	Female Mother and Puppies
b000029b2	Found and Friendly Rescue
0768924b3	Female Mother and Puppies
c3e62dc54	Found and Friendly Rescue
72123cd55	Found and Friendly Rescue
b40e4f9e9	Found and Friendly Rescue
a12e55ad6	Found and Friendly Rescue
cf01fc160	Found and Friendly Rescue
617e5fe89	Lovely / Playful / Friendly
ef4302021	Found and Friendly Rescue
7f5646199	Lovely / Playful / Friendly
d5d8f297e	No Valid Description
78db7b8e3	Kittens for adoption by owner
ec92805e3	Found and Friendly Rescue
d8823e6dd	Found and Friendly Rescue
e76e72f23	Found and Friendly Rescue
ec767387d	Found and Friendly Rescue
69c0631de	Found and Friendly Rescue
8049de4a7	Found and Friendly Rescue
b6c980449	Found and Friendly Rescue
928357091	Found and Friendly Rescue
60f010c04	Kittens for adoption by owner
8aa1e6cb5	Found and Friendly Rescue
02d7d425a	Found and Friendly Rescue
3eec94b7b	Kittens for adoption by owner
ab8ab0e02	Found and Friendly Rescue
bddd0c64a	Found and Friendly Rescue
b7e885611	No Valid Description
a0a0ddd80	Found and Friendly Rescue
d826ef544	Found and Friendly Rescue
08f0404e1	Found and Friendly Rescue
33f5c30ff	Found and Friendly Rescue
e1eaf1f74	Found and Friendly Rescue
e4618b7b9	Found and Friendly Rescue
a50d71570	Found and Friendly Rescue
4a288da21	Found and Friendly Rescue
9d9733860	Found and Friendly Rescue
73f318529	Found and Friendly Rescue
cca745253	Lovely / Playful / Friendly
eacbd58b0	Found and Friendly Rescue
eec125a4a	Found and Friendly Rescue
502911dbd	Found and Friendly Rescue
e04a35a41	Found and Friendly Rescue
5342033a7	Found and Friendly Rescue
cdaf456cf	Kittens for adoption by owner
75e4fbcef	Found and Friendly Rescue
3087667fd	Found and Friendly Rescue
7562239de	Found and Friendly Rescue
2378b2a7d	Female Mother and Puppies
ea1a2b014	Found and Friendly Rescue
c86c3f3b3	Found and Friendly Rescue
87db66a72	Found and Friendly Rescue
9e8aed47c	Found and Friendly Rescue
aa4ec0b7b	Found and Friendly Rescue
54e04a9c4	Found and Friendly Rescue
4b047a13d	Found and Friendly Rescue
780edb258	Found and Friendly Rescue
f3c696dce	Found and Friendly Rescue
532aa2fb9	Female Mother and Puppies
9f814c16e	Found and Healthy Mother and Kittens
1d7cdece4	Found and Healthy Mother and Kittens
e3b49febf	Found and Friendly Rescue
8ad63f37f	Found and Healthy Mother and Kittens
a7d5c2242	Kittens for adoption by owner
c43c466e3	Kittens for adoption by owner
c3433e19d	Found and Friendly Rescue
1b5943aaa	Found and Healthy Mother and Kittens
1f27709ce	Kittens for adoption by owner
93b1fdf09	Found and Friendly Rescue
8d7fbf152	Found and Friendly Rescue
e46215f44	Found and Friendly Rescue
92ae90261	Found and Friendly Rescue
c26273a72	Found and Friendly Rescue
b6faa5d0c	Found and Friendly Rescue
831daae06	Found and Friendly Rescue
7be9199b4	Found and Friendly Rescue
a5b873b6e	Lovely / Playful / Friendly
b702963dd	Lovely / Playful / Friendly
a982d66db	Lovely / Playful / Friendly
81fa439c6	Lovely / Playful / Friendly
31a535f56	Lovely / Playful / Friendly
cc6abdd95	Found and Friendly Rescue
de097478a	Found and Friendly Rescue
f69593c1b	Lovely / Playful / Friendly
948ce715f	Female Mother and Puppies
f9f2a222e	Lovely / Playful / Friendly
5a393e52c	Found and Friendly Rescue
bb55b187f	Found and Friendly Rescue
4657c608a	Lovely / Playful / Friendly
879067966	Found and Friendly Rescue
6fdc13751	Lovely / Playful / Friendly
058d9f3fd	Found and Friendly Rescue
4137e2c58	Lovely / Playful / Friendly
a0e97dd06	Found and Friendly Rescue
87eeb11ac	Lovely / Playful / Friendly
e0be7d774	Found and Friendly Rescue
d405dfce6	Found and Friendly Rescue
a6914376f	Found and Friendly Rescue
e6845a1d1	Found and Friendly Rescue
1ae728335	Found and Friendly Rescue
849b12fe0	Female Mother and Puppies
7a82b099c	Found and Friendly Rescue
891b51d83	Found and Friendly Rescue
987c30415	Lovely / Playful / Friendly
fa42fddef	Found and Friendly Rescue
44664ad4a	Lovely / Playful / Friendly
cf38c80ab	Found and Friendly Rescue
5408a54c7	Lovely / Playful / Friendly
4303c865e	Found and Friendly Rescue
b39f6200e	Female Mother and Puppies
97ebb54fe	Found and Friendly Rescue
717d8019c	Found and Friendly Rescue
98c8a3e58	Found and Friendly Rescue
29c57716c	Lovely / Playful / Friendly
46d2d6f64	Found and Friendly Rescue
dfd722c50	Lovely / Playful / Friendly
4487f2bcf	Found and Friendly Rescue
e5e796868	Found and Friendly Rescue
30e80f19c	Found and Friendly Rescue
1ae174833	Found and Friendly Rescue
4b4881b91	Female Mother and Puppies
0e2869ac3	Lovely / Playful / Friendly
e938a1e6a	Found and Friendly Rescue
82214f3a4	Found and Healthy Mother and Kittens
28cd684a5	Found and Healthy Mother and Kittens
8bc2c1ead	Found and Friendly Rescue
6e0ee24b0	Found and Friendly Rescue
cb8d2a118	Found and Healthy Mother and Kittens
a4de34766	Lovely / Playful / Friendly
9dc89cdab	Found and Friendly Rescue
b0bbd1503	Lovely / Playful / Friendly
1be0db8e9	Found and Friendly Rescue
85cacbcec	Found and Friendly Rescue
db1b7bf8b	Found and Friendly Rescue
de7ae1f0b	Lovely / Playful / Friendly
c9b70a7c4	Found and Friendly Rescue
8e3fe7b5e	Lovely / Playful / Friendly
ac13c0cd4	Found and Healthy Mother and Kittens
7400342c0	Found and Friendly Rescue
20647571b	Found and Friendly Rescue
feea78c0a	Found and Healthy Mother and Kittens
8807673c1	Female Mother and Puppies
e554dffbc	Found and Friendly Rescue
79d37667e	Found and Friendly Rescue
926ef2f60	Found and Friendly Rescue
20f58ed95	Found and Healthy Mother and Kittens
073f57c15	Found and Friendly Rescue
0f8b0cb3c	Found and Friendly Rescue
878904af4	Found and Friendly Rescue
ea6f66062	Found and Healthy Mother and Kittens
ac3e0a48f	No Valid Description
004cf6089	Found and Friendly Rescue
5cfe411cb	Found and Friendly Rescue
7ebafbae3	Found and Friendly Rescue
f9cf956fc	Found and Friendly Rescue
a53278ff3	Lovely / Playful / Friendly
19a0f671b	Female Mother and Puppies
d26296a67	Found and Healthy Mother and Kittens
9b2f67c6e	Found and Friendly Rescue
6f3d75dc1	Found and Friendly Rescue
3ff5b908e	Found and Friendly Rescue
f3c74e463	Found and Friendly Rescue
145aa4d64	Please provide commitment criteria
f42a5b81c	Please provide commitment criteria
995728b7e	Found and Friendly Rescue
c3fc3bcb8	Found and Healthy Mother and Kittens
a3ea76f09	Butterworth Penang Call Whats app
b51266b11	Found and Healthy Mother and Kittens
2801de50d	Found and Healthy Mother and Kittens
0ad9d4fd0	Found and Friendly Rescue
4f1941c1b	Found and Healthy Mother and Kittens
39cc80de9	Found and Friendly Rescue
223f25172	Found and Friendly Rescue
b4719ca7c	Found and Friendly Rescue
d56197b06	Found and Friendly Rescue
f3e46aa6e	Found and Friendly Rescue
772111493	Found and Friendly Rescue
26b387591	Found and Friendly Rescue
da4823525	Found and Friendly Rescue
f1e8168ce	Found and Friendly Rescue
6a6d80b9a	Please provide commitment criteria
22d0da252	Found and Friendly Rescue
af52f13a5	Please provide commitment criteria
73415ac0e	Please provide commitment criteria
577ba4e53	Found and Friendly Rescue
97fadb81f	Please provide commitment criteria
f0a9e7880	Please provide commitment criteria
1265338d2	Found and Friendly Rescue
1fceb7280	Found and Friendly Rescue
8aaa5af7f	Found and Friendly Rescue
58af044bb	Please provide commitment criteria
a4974980b	Found and Friendly Rescue
83bf26924	Please provide commitment criteria
f1eff69a3	Found and Friendly Rescue
3b9dd74b8	Please provide commitment criteria
4.94E+88	Please provide commitment criteria
9466c9b36	Please provide commitment criteria
000c21f80	Please provide commitment criteria
a226c0872	Please provide commitment criteria
93750c323	Please provide commitment criteria
c98ae5256	Please provide commitment criteria
f338db3f3	Please provide commitment criteria
beaffb689	Please provide commitment criteria
6cae4ce75	Please provide commitment criteria
4797fd404	Please provide commitment criteria
79c97b719	Please provide commitment criteria
a462f03c3	Please provide commitment criteria
269dbc193	Found and Friendly Rescue
936ae4908	Please provide commitment criteria
534f1885c	Please provide commitment criteria
4057b6a41	Please provide commitment criteria
30ed97f23	Found and Friendly Rescue
2.54E+06	Found and Friendly Rescue
3b63a0ca8	Found and Healthy Mother and Kittens
89ba10c3f	Found and Friendly Rescue
513db5e47	Please provide commitment criteria
539c9ec3d	Please provide commitment criteria
2046cf663	Please provide commitment criteria
a93de89f5	Please provide commitment criteria
e469e18c1	Please provide commitment criteria
073e033a3	Found and Friendly Rescue
aca756485	Please provide commitment criteria
26302a794	Please provide commitment criteria
01e7a25d6	Found and Friendly Rescue
57d7b2d43	Found and Friendly Rescue
c7a275165	Please provide commitment criteria
53233df86	Please provide commitment criteria
d1bb3e502	Please provide commitment criteria
e37322e54	Please provide commitment criteria
71d90d199	Please provide commitment criteria
a9eaa8041	Please provide commitment criteria
7ab900c01	Please provide commitment criteria
c333a003e	Please provide commitment criteria
2d9f6b906	Please provide commitment criteria
511301e7d	Please provide commitment criteria
4c9e94650	Please provide commitment criteria
a2200e8aa	Please provide commitment criteria
98e640678	Please provide commitment criteria
19d861c85	Found and Friendly Rescue
dd4077415	Please provide commitment criteria
48593c5b4	Found and Friendly Rescue
e00384dc6	Please provide commitment criteria
0352a0ce5	Please provide commitment criteria
23cc351f5	Please provide commitment criteria
c9be84842	Found and Friendly Rescue
d2e1a5a68	Please provide commitment criteria
470653184	Found and Friendly Rescue
2a69e15f4	Found and Friendly Rescue
3b68427d2	Found and Friendly Rescue
7293da62a	Found and Healthy Mother and Kittens
088a4b4aa	No Valid Description
c1f8b346b	No Valid Description
c40b151c9	No Valid Description
29c3d2e34	No Valid Description
04af1791f	No Valid Description
49b82b06e	No Valid Description
d098e91c5	No Valid Description
6f6064448	Female Mother and Puppies
c13e5f667	Please provide commitment criteria
d15797630	Please provide commitment criteria
cb6587025	Please provide commitment criteria
cb3310666	Please provide commitment criteria
44704879b	Found and Friendly Rescue
b21c0bf53	Please provide commitment criteria
3895b99e3	Found and Healthy Mother and Kittens
252403a98	Please provide commitment criteria
0118e0990	Please provide commitment criteria
03a6f3852	Please provide commitment criteria
445810c68	Please provide commitment criteria
90f068186	Please provide commitment criteria
5d9ecb00f	Found and Friendly Rescue
aa373cc64	Found and Friendly Rescue
771f02e42	Found and Friendly Rescue
55800cee3	Found and Friendly Rescue
0626c67dd	Found and Friendly Rescue
d3987ecf5	Found and Friendly Rescue
38d96666f	Found and Friendly Rescue
988e47944	Found and Friendly Rescue
87226c200	Lovely / Playful / Friendly
ba7dcba75	Found and Healthy Mother and Kittens
2d86ffa7a	Found and Friendly Rescue
c6aff3fd8	Found and Friendly Rescue
8d3c2d72b	Found and Friendly Rescue
85129474	Found and Friendly Rescue
27e7d47b6	Found and Friendly Rescue
31eafe6ef	Lovely / Playful / Friendly
965005fda	Found and Friendly Rescue
d009e34ba	Found and Friendly Rescue
f8e75043b	Found and Friendly Rescue
6cfe2748e	Found and Friendly Rescue
64e00ab2c	Found and Friendly Rescue
7c2a08f41	Lovely / Playful / Friendly
c270806fd	Found and Friendly Rescue
b9de9ecd8	Found and Friendly Rescue
0ce1b66ce	Found and Friendly Rescue
1b5edd6f1	Lovely / Playful / Friendly
37ef7dcc8	Please provide commitment criteria
39fa339e3	Found and Friendly Rescue
4f9a4bffc	Found and Friendly Rescue
50c0a9329	Please provide commitment criteria
0df2a6f99	Found and Friendly Rescue
29de42f4a	Lovely / Playful / Friendly
31f602634	Please provide commitment criteria
350caedf4	Lovely / Playful / Friendly
5be8cfc67	Found and Friendly Rescue
fa09fda1a	Lovely / Playful / Friendly
d2ad766f6	Please provide commitment criteria
6.59E+15	Found and Friendly Rescue
ff23007d4	Lovely / Playful / Friendly
3ff5b5ca1	Found and Friendly Rescue
a74a6d785	Lovely / Playful / Friendly
ee551ddfb	Found and Friendly Rescue
39b7c97c3	Found and Healthy Mother and Kittens
aa1d5638b	Lovely / Playful / Friendly
e685f3c4e	Lovely / Playful / Friendly
dec5e83a2	Found and Friendly Rescue
68df30c4d	No Valid Description
c489fd162	Please provide commitment criteria
9447414ff	Found and Friendly Rescue
40802c588	Found and Friendly Rescue
d272784b3	Found and Friendly Rescue
c4a3f5215	Found and Friendly Rescue
7a12b2af4	Please provide commitment criteria
370280ff2	Found and Friendly Rescue
f267a1a66	Please provide commitment criteria
7f46433b5	Found and Friendly Rescue
63efe7744	No Valid Description
9edcc7dd0	Found and Friendly Rescue
9.43E+14	No Valid Description
3bec91491	Please provide commitment criteria
eb44980b8	No Valid Description
d3be56103	No Valid Description
40632091e	Found and Friendly Rescue
c246aa80f	No Valid Description
7ec454420	Found and Friendly Rescue
2a2f4be17	Lovely / Playful / Friendly
6692d9946	Found and Friendly Rescue
2954f8aea	Found and Friendly Rescue
915799ea3	Found and Friendly Rescue
3bfd36967	Please provide commitment criteria
923492de1	Lovely / Playful / Friendly
8c5f5b628	Found and Friendly Rescue
eab225174	Found and Friendly Rescue
87777e68d	Please provide commitment criteria
73ac66cd7	Please provide commitment criteria
bc8a14000	Found and Friendly Rescue
d41cc19b4	Please provide commitment criteria
8e9b7ecb1	Lovely / Playful / Friendly
7ab6a6192	Found and Friendly Rescue
0ff918b94	Found and Friendly Rescue
784441a4e	Found and Friendly Rescue
83904959c	Lovely / Playful / Friendly
9f56cf32e	Please provide commitment criteria
5d0cdc3a7	Found and Friendly Rescue
6c221a562	Found and Friendly Rescue
417802258	Found and Friendly Rescue
643f275eb	Lovely / Playful / Friendly
7b40b013c	Lovely / Playful / Friendly
252b6b562	Found and Friendly Rescue
d5d4d49b4	Found and Friendly Rescue
