image,dullness_whiteness,dullness,whiteness,average_pixel_width,image_size,temp_size,width,height,blurrness,colorfulness
0052dcf47-1.jpg,"(8.42, 13.725)",8.42,13.725,0.0,20608,"(296, 394)",296,394,1032.24564756775,165.29350007446035
00553ae55-1.jpg,"(20.61, 3.6)",20.61,3.6,0.0,16697,"(300, 400)",300,400,120.27345574659722,164.48241902898664
0058586f1-1.jpg,"(3.09, 0.0)",3.09,0.0,0.0,24142,"(270, 480)",270,480,791.4580013759694,79.11165936849639
005afe792-1.jpg,"(0.04, 0.0)",0.04,0.0,0.0,3058,"(120, 160)",120,160,224.60948123914926,174.07277964758623
005bb92d8-1.jpg,"(0.0, 0.0)",0.0,0.0,0.0,50141,"(382, 480)",382,480,2708.8861036936996,146.50067872433354
0063bd7e0-1.jpg,"(0.0, 0.0)",0.0,0.0,0.0,19201,"(269, 480)",269,480,229.32061643376804,93.17491333055573
0063f83c9-1.jpg,"(0.0, 0.0)",0.0,0.0,0.0,17955,"(400, 300)",400,300,151.40516641604168,143.27096303691246
00648f96f-1.jpg,"(1.635, 0.11)",1.635,0.11,0.0,23967,"(400, 300)",400,300,517.650027484375,79.53819049099395
006610fe3-1.jpg,"(1.265, 0.0)",1.265,0.0,0.0,27534,"(400, 300)",400,300,1678.0449404827084,124.2886028619246
006d301e9-1.jpg,"(0.21, 0.0)",0.21,0.0,0.0,16038,"(400, 300)",400,300,164.30221388888887,108.30208646585923
006ffebaf-1.jpg,"(1.29, 0.95)",1.29,0.95,0.0,30458,"(640, 427)",640,427,315.40499792308606,183.8735345420999
00709d75b-1.jpg,"(8.47, 2.745)",8.47,2.745,0.0,35996,"(386, 480)",386,480,880.0055739483114,145.30976941095685
0073c33d0-1.jpg,"(0.0, 50.625)",0.0,50.625,0.0,9860,"(299, 400)",299,400,95.79059627905447,137.82332550269126
007bc1db4-1.jpg,"(0.0, 0.0)",0.0,0.0,0.0,33165,"(360, 480)",360,480,616.4056292170018,52.23802988975319
007ffeccd-1.jpg,"(2.2849999999999997, 0.0)",2.2849999999999997,0.0,0.0,11411,"(400, 269)",400,269,55.979665028122874,160.8347030319395
00904fc2c-1.jpg,"(0.21, 0.0)",0.21,0.0,0.0,14095,"(400, 300)",400,300,270.8240402065972,59.86883352580478
0090eb457-1.jpg,"(0.585, 0.0)",0.585,0.0,0.0,26704,"(270, 480)",270,480,1590.0929429955418,50.60997608529483
009239f92-1.jpg,"(0.0, 0.34)",0.0,0.34,0.0,17375,"(400, 300)",400,300,496.77385830826387,165.6103520643555
00a1a8af4-1.jpg,"(0.375, 0.0)",0.375,0.0,0.0,19481,"(400, 300)",400,300,377.57264637326386,146.3631008071386
00a1f270a-1.jpg,"(0.0, 0.0)",0.0,0.0,0.0,35178,"(640, 360)",640,360,154.16890126499126,154.63219257945354
00ac364a4-1.jpg,"(0.0, 53.03)",0.0,53.03,0.0,41466,"(400, 400)",400,400,3113.1297179952735,147.22552121696268
00af25fc0-1.jpg,"(3.3949999999999996, 73.485)",3.3949999999999996,73.485,0.0,32707,"(270, 480)",270,480,3642.518847400774,136.21702658818631
00b00d5c1-1.jpg,"(0.0, 0.0)",0.0,0.0,0.0,14931,"(399, 262)",399,262,260.5338139554258,109.83922152472981
00b23513e-1.jpg,"(43.485, 2.395)",43.485,2.395,0.0,22207,"(400, 300)",400,300,695.3904959330557,175.42576981088519
00be0a63e-1.jpg,"(0.93, 0.0)",0.93,0.0,0.0,17249,"(203, 360)",203,360,1141.180665022945,169.8449706773391
00bfa5da9-1.jpg,"(0.0, 0.0)",0.0,0.0,0.0,26803,"(271, 480)",271,480,865.6851754724291,81.41310953985746
00c19f4fa-1.jpg,"(5.98, 64.695)",5.98,64.695,0.0,79577,"(640, 640)",640,640,1337.882768215603,127.24178888724592
00c71a320-1.jpg,"(2.99, 0.0)",2.99,0.0,0.0,24504,"(300, 400)",300,400,1023.2790467308332,148.8234922916055
00e50c7a7-1.jpg,"(6.395, 0.42000000000000004)",6.395,0.42000000000000004,0.0,28534,"(203, 360)",203,360,8614.906983520134,166.1971241782394
00eca0391-1.jpg,"(0.205, 0.0)",0.205,0.0,0.0,37272,"(360, 480)",360,480,1862.5169732815382,151.38523252734942
00eced1f0-1.jpg,"(7.945, 1.52)",7.945,1.52,0.0,18008,"(400, 300)",400,300,1144.1622726655555,162.3744718899737
00f3a3993-1.jpg,"(1.77, 0.375)",1.77,0.375,0.0,21059,"(270, 480)",270,480,379.3622581217969,152.66079808643227
00f63c6fc-1.jpg,"(17.650000000000002, 10.075)",17.650000000000002,10.075,0.0,22063,"(400, 300)",400,300,1043.7684430160416,177.50882987529945
00f997463-1.jpg,"(0.0, 0.0)",0.0,0.0,0.0,57175,"(640, 480)",640,480,2672.2506834104756,64.34016817242298
010a59236-1.jpg,"(5.48, 35.120000000000005)",5.48,35.120000000000005,0.0,13571,"(400, 225)",400,225,1234.1430805155558,169.98634557060126
0111f92ff-1.jpg,"(5.045, 0.0)",5.045,0.0,0.0,12066,"(203, 360)",203,360,628.7326481809529,178.77813376839202
011350faf-1.jpg,"(82.22, 0.0)",82.22,0.0,0.0,18165,"(270, 480)",270,480,953.2164271824037,68.50623534866293
01142a354-1.jpg,"(10.545, 14.525)",10.545,14.525,0.0,43564,"(640, 360)",640,360,1156.341250412157,139.92145173052091
01186c9fc-1.jpg,"(16.32, 0.0)",16.32,0.0,0.0,31045,"(640, 360)",640,360,335.52792940249975,139.31321506405885
0118db3a8-1.jpg,"(1.315, 0.0)",1.315,0.0,0.0,19185,"(400, 267)",400,267,519.6926396074429,167.1561800285226
011a11cda-1.jpg,"(19.490000000000002, 0.0)",19.490000000000002,0.0,0.0,18693,"(300, 400)",300,400,1045.1543848632639,107.29590897368377
01231c438-1.jpg,"(58.18, 14.485000000000001)",58.18,14.485000000000001,0.0,10923,"(299, 400)",299,400,127.33269632044104,155.85410720116496
012a1a396-1.jpg,"(0.0, 37.465)",0.0,37.465,0.0,35012,"(400, 300)",400,300,5066.558561560001,174.73135549286923
0133b0214-1.jpg,"(0.17, 7.1)",0.17,7.1,0.0,27539,"(360, 480)",360,480,294.8731886546948,158.78703437895433
0133b2a29-1.jpg,"(0.0, 0.0)",0.0,0.0,0.0,46501,"(640, 418)",640,418,252.8911070113028,147.85373423250746
013527aeb-1.jpg,"(3.23, 0.275)",3.23,0.275,0.0,38523,"(350, 301)",350,301,15694.051461856277,155.7707566228211
0142670c8-1.jpg,"(49.285, 0.0)",49.285,0.0,0.0,18105,"(300, 400)",300,400,357.1077541822222,151.35709440184735
0143edd0a-1.jpg,"(0.0, 0.0)",0.0,0.0,0.0,64623,"(640, 640)",640,640,333.0680404724121,158.95992478448403
0146f6d2c-1.jpg,"(1.4349999999999998, 0.0)",1.4349999999999998,0.0,0.0,13251,"(400, 300)",400,300,75.0546123263889,178.36242283336782
0149d04e7-1.jpg,"(0.44, 8.365)",0.44,8.365,0.0,14301,"(400, 272)",400,272,867.6188159115485,130.01505454018022
014ce5783-1.jpg,"(38.099999999999994, 2.47)",38.099999999999994,2.47,0.0,63195,"(640, 360)",640,360,2202.620810634867,164.57832390912
0154e0f7b-1.jpg,"(3.06, 0.0)",3.06,0.0,0.0,15998,"(400, 266)",400,266,269.3658396212865,140.19895605488315
01573c686-1.jpg,"(0.0, 0.0)",0.0,0.0,0.0,17589,"(262, 399)",262,399,355.06515547484116,153.6797225900872
015770429-1.jpg,"(0.035, 0.0)",0.035,0.0,0.0,25051,"(356, 480)",356,480,296.74066092277127,131.67665968605797
0157cf3a4-1.jpg,"(0.0, 0.42)",0.0,0.42,0.0,21500,"(300, 400)",300,400,596.5002144166667,165.27682544449436
015b8b722-1.jpg,"(1.62, 0.0)",1.62,0.0,0.0,9335,"(265, 400)",265,400,27.910349054378784,78.32645166559078
015c353ce-1.jpg,"(6.855, 3.86)",6.855,3.86,0.0,34973,"(258, 479)",258,479,5756.17764664907,166.92696091995327
015c75c9e-1.jpg,"(1.12, 0.25)",1.12,0.25,0.0,22000,"(270, 480)",270,480,250.95697562276135,161.6743015834806
015da0878-1.jpg,"(0.0, 0.0)",0.0,0.0,0.0,17495,"(400, 300)",400,300,329.3243814655556,40.93008254652517
015da9e87-1.jpg,"(0.0, 9.695)",0.0,9.695,0.0,16663,"(239, 399)",239,399,433.09437893960927,157.50286505897333
015fdb354-1.jpg,"(2.005, 0.055)",2.005,0.055,0.0,29301,"(203, 360)",203,360,9431.524896934598,159.27257541437532
01603d6e2-1.jpg,"(0.33, 55.675000000000004)",0.33,55.675000000000004,0.0,27915,"(360, 480)",360,480,576.1450488597394,140.45679529248343
0162634c2-1.jpg,"(30.950000000000003, 0.0)",30.950000000000003,0.0,0.0,21241,"(300, 400)",300,400,651.6092384330556,154.76806583361702
0164a9cfb-1.jpg,"(0.0, 6.285)",0.0,6.285,0.0,11964,"(300, 400)",300,400,282.55690879937504,137.48131199344039
016dcf8d4-1.jpg,"(10.754999999999999, 0.0)",10.754999999999999,0.0,0.0,25242,"(400, 300)",400,300,1214.419262966389,156.06628000460026
0173c456c-1.jpg,"(2.31, 0.875)",2.31,0.875,0.0,50830,"(640, 480)",640,480,480.1234285481772,159.447908777527
0178fe2f7-1.jpg,"(0.375, 1.7550000000000001)",0.375,1.7550000000000001,0.0,30751,"(400, 300)",400,300,3226.676091395556,175.44004782051786
017d966eb-1.jpg,"(0.42, 0.0)",0.42,0.0,0.0,10408,"(203, 360)",203,360,409.2645044097702,160.766668695759
017eda6dc-1.jpg,"(0.0, 22.395)",0.0,22.395,0.0,23613,"(400, 300)",400,300,683.1868506530556,165.67342612164404
01802debf-1.jpg,"(0.985, 0.0)",0.985,0.0,0.0,14679,"(300, 400)",300,400,168.3677846882639,116.31079486002707
018188075-1.jpg,"(13.155000000000001, 0.0)",13.155000000000001,0.0,0.0,16257,"(400, 300)",400,300,100.08335988888888,148.96258907628274
018cb4eaf-1.jpg,"(0.0, 0.215)",0.0,0.215,0.0,37774,"(400, 400)",400,400,1278.1165183505861,142.05968093403462
018e4d193-1.jpg,"(0.0, 0.01)",0.0,0.01,0.0,14175,"(270, 480)",270,480,165.2414634237826,168.89342436386903
01919fe72-1.jpg,"(23.49, 0.0)",23.49,0.0,0.0,56672,"(640, 480)",640,480,876.5831445297242,173.35720786797853
01928bd13-1.jpg,"(0.775, 0.0)",0.775,0.0,0.0,14228,"(400, 300)",400,300,121.14185579993055,120.86487014584705
01958f464-1.jpg,"(0.0, 63.065)",0.0,63.065,0.0,41942,"(640, 640)",640,640,122.64961805894373,138.23808248019816
01a07b591-1.jpg,"(0.04, 0.0)",0.04,0.0,0.0,35486,"(640, 425)",640,425,212.5079411730104,180.0551007381826
01a7b719c-1.jpg,"(0.0, 13.53)",0.0,13.53,0.0,19529,"(300, 400)",300,400,248.27456995305553,145.1693203721073
01a985b44-1.jpg,"(0.085, 32.11)",0.085,32.11,0.0,64765,"(640, 640)",640,640,370.5714239849508,134.1632358710599
01ac09f2a-1.jpg,"(0.315, 0.545)",0.315,0.545,0.0,40472,"(640, 427)",640,427,407.2878288076067,134.47832581445425
01b167b92-1.jpg,"(0.44, 0.0)",0.44,0.0,0.0,19400,"(400, 300)",400,300,933.8758065610417,166.5699933708283
01b26743c-1.jpg,"(0.0, 0.0)",0.0,0.0,0.0,15268,"(400, 300)",400,300,106.73515235305555,180.85413405764407
01b3356f5-1.jpg,"(2.8649999999999998, 0.0)",2.8649999999999998,0.0,0.0,13000,"(265, 400)",265,400,93.89123707645068,147.73477042716559
01b8e6c14-1.jpg,"(6.32, 9.495)",6.32,9.495,0.0,16301,"(299, 400)",299,400,209.22437624607107,132.20225830576783
01ba4e94d-1.jpg,"(66.63, 0.6)",66.63,0.6,0.0,18510,"(300, 400)",300,400,802.8533601330556,146.18353335170332
01ba86830-1.jpg,"(40.92, 17.740000000000002)",40.92,17.740000000000002,0.0,44088,"(640, 360)",640,360,1579.1770594970515,167.82875011585529
01bcfcde8-1.jpg,"(0.0, 0.035)",0.0,0.035,0.0,9134,"(240, 193)",240,193,404.5480223178064,150.10389565281253
01c202740-1.jpg,"(0.125, 0.0)",0.125,0.0,0.0,16281,"(400, 300)",400,300,155.56516303993052,174.76172792241636
01c3c09df-1.jpg,"(0.0, 6.13)",0.0,6.13,0.0,12899,"(240, 320)",240,320,565.2382859902277,164.0457206693889
01c62e03b-1.jpg,"(0.0, 39.28)",0.0,39.28,0.0,37036,"(640, 426)",640,426,392.72991575332276,153.24444610368474
01c6d3224-1.jpg,"(0.0, 0.265)",0.0,0.265,0.0,62161,"(640, 360)",640,360,4909.454252833218,75.00123762269293
01c7411ef-1.jpg,"(6.720000000000001, 59.269999999999996)",6.720000000000001,59.269999999999996,0.0,28589,"(266, 400)",266,400,4824.308816163206,174.56881613077428
01ce66bd5-1.jpg,"(0.31, 56.269999999999996)",0.31,56.269999999999996,0.0,30046,"(400, 400)",400,400,1732.3115863735936,167.4274072112106
01d0a7f3f-1.jpg,"(0.165, 0.0)",0.165,0.0,0.0,13465,"(400, 300)",400,300,151.29189887770838,188.47791847448403
01d646ea8-1.jpg,"(6.715, 0.0)",6.715,0.0,0.0,21961,"(235, 479)",235,479,647.4291785537873,116.96459426962227
01d981c81-1.jpg,"(0.83, 0.0)",0.83,0.0,0.0,29789,"(360, 480)",360,480,501.975451234032,100.0244799258923
01da89f29-1.jpg,"(0.76, 0.0)",0.76,0.0,0.0,41628,"(640, 588)",640,588,61.72060369709508,163.24272490627123
01dac4b22-1.jpg,"(0.03, 0.395)",0.03,0.395,0.0,65929,"(640, 462)",640,462,2439.146508010707,165.80768461929276
01dc16c21-1.jpg,"(0.0, 0.0)",0.0,0.0,0.0,32713,"(480, 480)",480,480,175.32683394773508,70.6008381740896
01dd8880a-1.jpg,"(33.165, 0.04)",33.165,0.04,0.0,29643,"(320, 480)",320,480,1100.2250124965667,106.52493001682413
01e4020da-1.jpg,"(0.0, 0.0)",0.0,0.0,0.0,35746,"(360, 480)",360,480,1347.1221742754146,86.93374813745797
01e410583-1.jpg,"(0.86, 57.485)",0.86,57.485,0.0,40364,"(431, 480)",431,480,1908.7300361642779,127.6546403360472
01e517961-1.jpg,"(25.92, 0.0)",25.92,0.0,0.0,49888,"(640, 524)",640,524,167.22669265691945,145.17795401021758
01e5d357f-1.jpg,"(2.855, 0.0)",2.855,0.0,0.0,24474,"(360, 480)",360,480,185.00996459857123,151.32386419514415
01e5e057b-1.jpg,"(4.8, 1.145)",4.8,1.145,0.0,33925,"(360, 480)",360,480,709.9417512256931,124.52352348473278
01e6a888d-1.jpg,"(0.0, 0.0)",0.0,0.0,0.0,3567,"(120, 160)",120,160,356.0858560953776,177.62726247694945
01e78230b-1.jpg,"(28.689999999999998, 1.25)",28.689999999999998,1.25,0.0,17099,"(301, 400)",301,400,131.91100005787737,137.0561579038423
01e93552a-1.jpg,"(6.75, 0.485)",6.75,0.485,0.0,48110,"(640, 480)",640,480,599.2322384433321,94.71206604681853
01ecd8b66-1.jpg,"(11.07, 0.0)",11.07,0.0,0.0,28796,"(640, 360)",640,360,153.80920563420423,163.3075691787825
01f4746ef-1.jpg,"(25.730000000000004, 0.0)",25.730000000000004,0.0,0.0,18797,"(278, 400)",278,400,976.8215551432864,139.81715363150067
01f976ec9-1.jpg,"(14.435, 1.635)",14.435,1.635,0.0,15996,"(399, 144)",399,144,3947.5944622869697,85.97745838242857
020cd1d50-1.jpg,"(1.395, 11.275)",1.395,11.275,0.0,15539,"(300, 400)",300,400,296.4305212788889,147.07536201515376
020fbbc9d-1.jpg,"(42.205, 0.405)",42.205,0.405,0.0,17170,"(400, 337)",400,337,322.8506943673009,151.31241817885478
0211e2f2d-1.jpg,"(1.645, 0.0)",1.645,0.0,0.0,17116,"(270, 480)",270,480,339.2281415108572,80.80116252074625
02126e289-1.jpg,"(8.629999999999999, 33.65)",8.629999999999999,33.65,0.0,53686,"(360, 480)",360,480,7660.4048939363365,178.40822697887884
021b0b7bd-1.jpg,"(0.0, 4.67)",0.0,4.67,0.0,18872,"(352, 336)",352,336,513.4117732781596,122.2285812149255
021c24928-1.jpg,"(0.0, 0.0)",0.0,0.0,0.0,49751,"(640, 635)",640,635,133.1133048478223,170.8757106486763
021cb10fb-1.jpg,"(21.389999999999997, 12.25)",21.389999999999997,12.25,0.0,21720,"(400, 320)",400,320,608.3261384784546,78.38935288916815
022429d5c-1.jpg,"(0.325, 0.785)",0.325,0.785,0.0,54354,"(640, 480)",640,480,550.105407063124,149.80028201710618
022606901-1.jpg,"(4.065, 1.36)",4.065,1.36,0.0,32439,"(477, 480)",477,480,812.3388466680613,176.97408166191417
022b37ea0-1.jpg,"(13.845, 18.095)",13.845,18.095,0.0,75227,"(640, 478)",640,478,1928.0821551679087,109.57812297508308
022d2d16e-1.jpg,"(10.735, 0.03)",10.735,0.03,0.0,34947,"(399, 282)",399,282,6371.095700240673,124.34457041704363
02387e247-1.jpg,"(1.025, 0.0)",1.025,0.0,0.0,19575,"(360, 480)",360,480,330.54705161765776,181.10531804088322
023979a33-1.jpg,"(2.905, 0.155)",2.905,0.155,0.0,7725,"(127, 225)",127,225,1731.5302228253838,167.40161906920486
02401db5e-1.jpg,"(1.11, 0.0)",1.11,0.0,0.0,12699,"(400, 300)",400,300,71.94595345659722,139.348847740495
0243911ea-1.jpg,"(3.62, 0.635)",3.62,0.635,0.0,26982,"(203, 360)",203,360,9083.853663142625,170.76042089793233
0244298a9-1.jpg,"(0.0, 0.13)",0.0,0.13,0.0,23687,"(360, 480)",360,480,164.31858211962955,175.1217791593006
02468e968-1.jpg,"(1.395, 4.385)",1.395,4.385,0.0,19234,"(400, 300)",400,300,626.4538706093751,159.13624903693284
024bc29f1-1.jpg,"(62.345, 2.52)",62.345,2.52,0.0,23246,"(300, 400)",300,400,1233.1090360260418,167.31757685865878
0256cac2b-1.jpg,"(0.26, 0.0)",0.26,0.0,0.0,43837,"(640, 360)",640,360,690.3679422783555,156.39233631069672
02612ab95-1.jpg,"(13.09, 0.0)",13.09,0.0,0.0,46616,"(640, 480)",640,480,434.79011127258934,47.18520945340857
026c202c6-1.jpg,"(0.07, 0.0)",0.07,0.0,0.0,22111,"(300, 400)",300,400,387.5370526927083,149.85604227400054
026c5716f-1.jpg,"(1.465, 0.0)",1.465,0.0,0.0,28277,"(640, 360)",640,360,128.72503490078776,70.15813848700613
026ebf139-1.jpg,"(0.0, 0.0)",0.0,0.0,0.0,19586,"(270, 480)",270,480,176.41585603084278,138.74437900258383
027c23f6b-1.jpg,"(58.675000000000004, 1.865)",58.675000000000004,1.865,0.0,13797,"(400, 300)",400,300,117.74143286638889,133.58560060911086
02868b720-1.jpg,"(15.22, 0.0)",15.22,0.0,0.0,13567,"(203, 360)",203,360,858.9394902018588,159.30175787361017
0286dd665-1.jpg,"(0.0, 1.365)",0.0,1.365,0.0,34770,"(639, 426)",639,426,136.73621094787762,140.23420350345643
028d42a4b-1.jpg,"(3.325, 0.0)",3.325,0.0,0.0,30078,"(399, 279)",399,279,2962.1521534310655,135.39416505748
0291e8ca0-1.jpg,"(0.0, 0.0)",0.0,0.0,0.0,51500,"(640, 640)",640,640,364.35778805997376,62.567602808448896
029469d58-1.jpg,"(0.41, 1.195)",0.41,1.195,0.0,27330,"(360, 480)",360,480,742.1041951966253,101.71543857725521
029641a1a-1.jpg,"(0.06, 9.045)",0.06,9.045,0.0,26454,"(400, 266)",400,266,1831.4094815668461,113.31666091098366
029b05087-1.jpg,"(0.55, 0.0)",0.55,0.0,0.0,21517,"(400, 266)",400,266,1267.1300887260443,176.70152082967218
029c248a5-1.jpg,"(0.0, 0.0)",0.0,0.0,0.0,14939,"(400, 300)",400,300,71.44237275305558,143.10331944674243
029e79030-1.jpg,"(1.7449999999999999, 10.365)",1.7449999999999999,10.365,0.0,13498,"(223, 299)",223,299,493.20056138707656,168.79399715988126
02a084920-1.jpg,"(0.18, 3.3100000000000005)",0.18,3.3100000000000005,0.0,74449,"(640, 640)",640,640,688.1058896281955,142.7115703479923
02a13b2cb-1.jpg,"(27.43, 1.815)",27.43,1.815,0.0,20765,"(400, 266)",400,266,583.8441121710526,163.45087752093713
02a2a622c-1.jpg,"(11.765, 0.0)",11.765,0.0,0.0,21580,"(360, 480)",360,480,246.91329205966946,154.08406960225278
02a8e44b1-1.jpg,"(0.0, 0.0)",0.0,0.0,0.0,13196,"(400, 300)",400,300,84.17090569270833,77.56681404903101
02adb269f-1.jpg,"(1.16, 0.0)",1.16,0.0,0.0,53661,"(640, 360)",640,360,1782.3076555190848,173.87060582599162
02af3813e-1.jpg,"(0.565, 0.095)",0.565,0.095,0.0,23587,"(266, 400)",266,400,1030.1058041494714,129.25819400032313
02c39fd73-1.jpg,"(9.565, 0.0)",9.565,0.0,0.0,30719,"(640, 360)",640,360,214.99264042680534,167.2118803862765
02c40b53c-1.jpg,"(12.14, 11.17)",12.14,11.17,0.0,37400,"(346, 480)",346,480,2214.821047520219,169.30576049715137
02c7d1b74-1.jpg,"(9.99, 0.0)",9.99,0.0,0.0,14626,"(225, 400)",225,400,194.3870766933333,178.50254718228803
02cd64831-1.jpg,"(0.035, 0.0)",0.035,0.0,0.0,15571,"(270, 480)",270,480,122.38024502719671,161.94390854923535
02cf14499-1.jpg,"(4.015, 6.425)",4.015,6.425,0.0,58669,"(640, 640)",640,640,163.30865179290774,134.24970775272635
02d6020a9-1.jpg,"(0.0, 0.0)",0.0,0.0,0.0,15130,"(400, 241)",400,241,201.58715738537558,131.55760529643666
02d644003-1.jpg,"(0.0, 3.815)",0.0,3.815,0.0,23688,"(400, 299)",400,299,468.6793697494995,129.28304264896286
02d66a1be-1.jpg,"(3.01, 5.9399999999999995)",3.01,5.9399999999999995,0.0,30321,"(400, 225)",400,225,6812.879371021728,145.9354323080586
02d9e61ca-1.jpg,"(0.0, 0.19)",0.0,0.19,0.0,18417,"(343, 480)",343,480,126.62958702590261,180.70644327484297
02e072cbd-1.jpg,"(31.165000000000003, 0.0)",31.165000000000003,0.0,0.0,31135,"(360, 480)",360,480,505.2690286231941,164.9673533842203
02e51a9e2-1.jpg,"(7.84, 0.0)",7.84,0.0,0.0,39713,"(640, 427)",640,427,222.97486005717818,69.54185728012584
02eb29707-1.jpg,"(30.115000000000002, 0.035)",30.115000000000002,0.035,0.0,28559,"(270, 480)",270,480,1804.6121617869208,167.11059861276706
02f31f1ba-1.jpg,"(0.655, 0.04)",0.655,0.04,0.0,18329,"(400, 300)",400,300,294.20738763326386,181.61480112464633
02f37d829-1.jpg,"(0.0, 7.355)",0.0,7.355,0.0,31436,"(360, 480)",360,480,605.2137499291356,88.97024533767599
02f63f8ff-1.jpg,"(19.925, 1.585)",19.925,1.585,0.0,24122,"(400, 299)",400,299,1150.9436573678563,89.35909666892336
02f7300db-1.jpg,"(13.855, 60.724999999999994)",13.855,60.724999999999994,0.0,34218,"(320, 480)",320,480,2759.5140219440036,152.66404686405644
02f89bdcb-1.jpg,"(0.985, 0.875)",0.985,0.875,0.0,18731,"(300, 400)",300,400,247.9870354582639,108.43642315191146
02fee7295-1.jpg,"(4.96, 40.255)",4.96,40.255,0.0,41284,"(360, 480)",360,480,1895.0842703016492,168.78957186145237
030387828-1.jpg,"(10.05, 1.165)",10.05,1.165,0.0,38687,"(356, 480)",356,480,2846.0055166349393,170.11651918477236
0306e85dd-1.jpg,"(2.185, 0.0)",2.185,0.0,0.0,20567,"(300, 400)",300,400,515.9346896530556,162.64263004086075
0308c9eda-1.jpg,"(5.95, 0.0)",5.95,0.0,0.0,30098,"(368, 480)",368,480,571.3456177249774,102.93629067762606
030f32f08-1.jpg,"(0.035, 0.0)",0.035,0.0,0.0,25310,"(249, 480)",249,480,956.9551370262398,114.43220388179435
03188ecad-1.jpg,"(0.0, 0.11)",0.0,0.11,0.0,31988,"(270, 480)",270,480,3392.691612568349,150.07654478485864
031a01c36-1.jpg,"(26.395, 34.285000000000004)",26.395,34.285000000000004,0.0,53458,"(640, 640)",640,640,142.46359775633212,107.92636567354424
031a0e45a-1.jpg,"(1.12, 0.0)",1.12,0.0,0.0,9130,"(300, 400)",300,400,16.066373996597225,166.56545333287363
0322aa5b0-1.jpg,"(35.035, 0.0)",35.035,0.0,0.0,23190,"(360, 480)",360,480,260.59093487439986,132.24494731791663
032aefa61-1.jpg,"(25.81, 0.0)",25.81,0.0,0.0,16437,"(400, 300)",400,300,332.1631567343749,120.19880454755669
0338fcdaf-1.jpg,"(0.0, 30.755000000000003)",0.0,30.755000000000003,0.0,72188,"(640, 475)",640,475,1561.9340969810314,162.82846496940573
0340ac5f7-1.jpg,"(4.63, 0.0)",4.63,0.0,0.0,27397,"(315, 480)",315,480,2070.0554230004764,147.12108651330038
034259113-1.jpg,"(0.425, 0.0)",0.425,0.0,0.0,13714,"(400, 300)",400,300,108.08453379555554,185.93632794769366
035992662-1.jpg,"(0.6, 0.02)",0.6,0.02,0.0,20756,"(384, 384)",384,384,1606.97250022707,82.8297286914979
035ff37c6-1.jpg,"(0.0, 0.0)",0.0,0.0,0.0,30522,"(640, 360)",640,360,75.27389136277188,151.4756476991222
036af6df3-1.jpg,"(22.195, 0.125)",22.195,0.125,0.0,11717,"(400, 300)",400,300,118.94346493305558,65.08934035434423
036c684d3-1.jpg,"(0.0, 0.05)",0.0,0.05,0.0,9463,"(400, 300)",400,300,44.34385512326389,49.269319379573915
