PetID,cluster
bb5f471dd,4
0aaf6976a,7
45600eaab,6
dcba09ff1,3
d7f938acd,3
ea11b6f12,1
3332eb59c,1
b3e19ff68,5
594e3dc3f,5
fbb112b7e,1
d14d62508,6
5de61cf6b,6
b9590d4de,6
747c82f83,7
3004c3401,1
c737c30d7,5
03b0568b3,1
987baa1c7,4
70b3d1f9c,6
27456ec0f,3
5c28a8cec,6
2c8ae4c7e,5
cd7bea671,1
7bda94ad0,7
ab4b4681b,1
aa189a931,5
d0bc14f47,5
eab8c8c03,5
3b4a987ba,1
1bbb46822,5
5c546c236,5
702bee848,3
66757255c,5
0b0f596b5,3
938bcf142,5
bea72e6c5,2
52e555a3a,6
3998bcfec,6
e62e5aa26,7
933e0a3e8,1
1eb8a0278,6
d5df16a32,3
06296e4e2,1
207d61997,7
38a81271c,1
65d10be4d,1
c7b468b32,5
6df350974,7
249112486,5
8f85e69ee,7
b243b8e93,3
89523a695,5
4f0eacbdd,7
b5fcc079e,4
53976b229,1
f4ed1a08e,5
2f3227612,3
ba66a7a82,6
d4e83ee5b,7
00a1f270a,1
74e316be1,6
039509c40,3
eeb60466e,3
c6cdbebfa,6
82137b39f,1
28b64c198,1
f70251906,1
9d76ed82f,6
e83f846eb,3
60b9421cc,5
72a7cb335,3
0bd4aed6b,5
ae03f99f2,3
5a1010bca,6
6a5c652b5,5
040771e8e,5
706a9cd5c,4
62550cf78,6
701c5afba,6
d0fcfeb0f,3
7bce76c66,6
3b0b88ac2,4
a88d34ee3,6
061378b30,6
fc1457818,3
a27f0cc49,3
728c78b39,6
6c054c4ef,5
d5b9e0322,7
a2dc697f6,7
b04b200fa,3
be7b65c23,7
e37f4aa07,4
7de2f688b,1
e7020fa9a,3
752491221,6
c2346525a,6
bc7361016,1
66201cf73,6
b7359384d,3
be23e42d0,6
1c59cecac,7
e7e1904f4,6
2e3bfe5a9,7
13f07ee9a,6
d78d1dec0,1
821bd9373,5
720db9cb3,5
0443d6f82,3
67efce2e0,5
fa1a30192,5
c675f3b10,3
6e3d78857,3
d4d6997e3,6
d13d93f69,3
d8715d47e,1
c15b3c9f1,6
3bef75882,6
60bf93971,6
e9eeadf82,5
a4530b1d0,6
da6bb3100,7
79669f807,6
3af2b1473,5
0f0f81a37,6
b8976d821,5
9eb98f34c,7
e317b2a73,4
ebd78e1d4,6
0822c54d5,1
4036e0e12,7
f34d62be0,7
2a7b5edbf,1
18042e473,6
dc99804de,3
0fb490c9b,6
284be445a,6
a831df76b,3
145883970,3
e3d9dc96d,6
9a64e72cf,3
6e643eba1,1
a1b3dafc9,5
fe88a5777,3
bda2d149e,7
6cb5381cb,6
366a03818,5
732d546b4,1
a8a8f95f6,3
0b4bb9906,3
5eeb10b7a,3
f03b04b1e,5
a672ea96d,6
4df43033d,1
d25638f81,1
aafb75ee8,4
e9cf01a21,5
1c74d62ed,5
2148c2ef6,1
f0bb05fc7,1
479500716,5
1afdf61ec,5
b4d0c60b6,2
110d4487e,4
27cede3cf,6
99dcd9020,1
4cb8fe436,6
a13ed5e9d,5
7adc5209e,3
0a8ee7520,3
82aa52460,5
4c9f111f1,5
eb6c692dc,1
d096658bb,7
109c4f5a8,3
f8b702182,5
eb652ec07,5
026ebf139,5
6c7c5555f,7
1a9733afb,4
1a54d4e92,4
8526200d3,1
8df39788a,3
45543730,1
bf50b399e,4
a05289ebd,1
dee525fcd,7
ceed27182,4
c0a9578bb,3
66dda45c4,6
9c87d70e5,6
4574e3de4,3
794a45833,4
800a7c025,6
6c75b9082,1
6dbc5c968,7
4dad8252f,6
3f9f466d1,1
8bf9a6b80,6
c43ecb3e1,7
3a3ae56f1,1
172332f53,5
01f7fdb78,6
9b721dcaf,3
e20655a10,7
9718baba0,7
cdd7aee45,3
86550c5dc,1
ba311fc1a,3
bb05c1ce8,4
4060caeb1,6
e54ee8e55,6
1.66E+26,3
5a2c8a05f,4
d3d47c67d,5
8ba0c6894,7
71cc0a02e,6
75bbaa3fa,6
ca587cb42,3
b4eb7f4df,6
fd32ce3ef,4
a15d8c8a8,5
34cedf9bb,3
ab599a6ac,3
81da09ea9,4
e736ab042,6
81a815ef5,5
0f122f712,6
58a10d0cd,5
3b1976326,3
30ea81bac,1
35907f15e,6
bfb33b149,1
375905770,1
9ec161c16,2
19f38a3f0,5
e2f1f5377,6
0c17e1f32,6
b912b1114,3
bd9e9d9e2,5
241dd214b,5
84874570,6
c1df421c4,1
ab9f715ad,1
3cc84c2f8,3
ee5583527,6
9a770c49a,4
e07812482,6
997db5df5,1
301e16ab9,1
8705145ca,7
6e3aad5f3,7
75a11e0f8,6
219a1308d,6
915173d4d,5
c390140c3,1
81d97fa9f,5
78b07d4e0,5
6cd1cac68,5
fb3bd80d1,7
51372ce91,5
1a1283447,7
4831c683c,1
90592e40c,6
e4e5ea1d2,1
e7a74fca8,1
a5595a935,5
c7575df7b,1
e81c6347b,6
7ee058c3d,1
4d999ee22,5
0637293ec,6
7ead795bb,6
691a8b7ea,3
fcd21f3ec,3
9c31047a7,6
76d5726c4,4
03d59fc21,6
1a9e7158e,7
86afe98e6,1
0eba8b0ad,5
d38bcdf49,5
85a79f281,6
91c2159dd,1
91d6a2898,6
cfddf0c47,6
b102f525b,1
dc1c9f8d5,1
c96f9d3a8,7
072ae6d9e,4
fa94b21d1,3
b5df81f99,6
2c24655fe,7
c702e00d2,5
95d2a0bdf,6
c8208c3c9,3
9a9f6c753,4
92b89a666,1
6819ce556,5
17bdf954a,1
2bf834f39,3
53cd96ef8,6
da327c74b,1
10a6c97d5,3
f8d831236,6
75a4a14ac,3
df39a5468,3
37f127385,6
878e36da4,1
1ffe668f9,7
9a2f44ddf,6
54e2508de,6
432904c5d,5
d30b90a39,5
20559d623,1
2e1d3ae52,5
3b0b2a86a,3
64c1c412b,3
b28de653f,1
0e6dd5e23,6
46dea66ea,6
842b21328,5
184ea777b,1
86547ad6d,1
ead547f1b,1
703f38466,6
60b188249,3
845703071,1
3c5e8cc5d,5
9f533475e,3
0636650db,6
d8128cefd,5
6b3614a92,5
dd2ec7bf4,5
fcf377cce,7
fb9a96204,2
d4b028ea8,3
8520800b1,6
7f8f45a35,4
dd7ad37e7,6
c92256e41,4
caa9a4f53,5
4ef431298,6
044548f89,3
6c3a05812,5
5d1fa8ddf,4
68cdd6d6b,6
1171c9a41,5
f9994fbae,1
67dbd5ed9,6
129df65b1,5
cc25fb529,3
3db150833,5
3b8b38508,7
2e1d4e279,5
f4f349714,4
7d21dc4a8,5
c3cafb38c,4
a6e902691,4
e3f841674,6
a6423eca8,3
2cea63a41,3
1751240fe,4
6c48c9154,6
9a3c966a9,4
ac49bdbdd,6
7fc640ad8,3
05252b175,1
27104e464,5
da8a47785,6
1aa3952c1,1
8bac2d757,6
1ba11aaaa,6
e5164d828,5
a0dd85af0,7
0392c0c81,1
fff24fcb5,6
1195168b6,1
9f7bf4f71,6
accca912b,1
27c4981c9,5
c2558c319,6
12d514ef2,7
3e2cc2690,3
c5072890c,1
17e6747da,1
1f7d6b89e,5
0052dcf47,1
cdb855a69,3
6f93a41c5,4
23d2b8824,6
dc56ff89a,6
23379775f,7
fca85f778,5
2b3ec0f96,1
a9bfec3ba,7
8885f346b,1
33d3738f6,3
87f4ea65f,5
edf0ff7e4,1
bebab9790,4
f17d4ab32,7
97dc6aa32,3
489d05a55,1
51d8da535,6
bb4c6519d,5
9fceca5de,6
93849e2b5,1
700a93465,6
d95eabfe9,6
146d950bc,6
439f040ed,1
022d2d16e,1
e0238b8c2,1
a5b5eccb6,6
0b8614414,6
6e3457b81,1
20d4ea30e,1
f98750599,6
2f346ac72,1
fc9b4b692,5
ec7775c4f,3
487abc5e1,1
06f523361,3
5c66641a1,5
ed5f14fda,5
a23f0020a,6
5a5463e17,3
518f86025,5
8dfe4da6a,7
8c93a6e28,6
94bcf0199,6
e758e4c0c,7
f2b656028,6
c69842c2a,3
fa07f7477,3
09acd6b31,1
782eb0d9d,1
7fd7b7583,7
655cfc630,4
e9dc82251,6
2f19ac5ab,5
7687b7da2,4
203e2bd3c,7
6b0103c04,3
3f936cb8a,7
d0101e748,5
56583003c,1
f99a5e817,5
157e3e074,6
68731378e,1
1e24f14d6,5
eb8aeff64,5
e9e06e3f6,6
79f8b048f,4
488bfc285,3
5698c00e2,1
b5aa169b4,7
846e720dc,7
13d0266c5,5
1b87c512e,5
859bcc995,3
9744dcc69,1
a2ae5fa7d,3
445c703ff,3
b9d6b1488,6
1ffb40e20,6
c0fe34d97,7
1ee56e81a,7
4e3e41b78,6
f4415e636,5
f91147e5f,4
406a1e534,3
648897870,6
2418f7929,1
2f60db1f7,3
0e4049f6d,3
27268f547,3
113b2b57a,6
d9c54752f,3
daf1a8d08,5
1ba69dec6,1
b744f152f,1
30908fb77,6
beb3a6da0,6
e3897d3cb,5
cfe285c5f,4
92caf1d01,1
37bf6da18,6
24d9b76ae,1
86953ea0b,1
0162634c2,6
c0ca6dd73,6
6f72c46b5,6
c8fc0d746,6
7b8924342,6
5145f87a0,7
e73038b62,1
b8bf2c090,2
44bba906d,1
7d1d7a4f6,3
fbaec0999,6
e936f5f63,3
43b277272,1
36cc00cf3,5
4fc4ac031,3
d5a027e6c,3
4bff9728d,4
cd4b05b8c,5
77fa5cdd7,6
f253bd6aa,3
21493e6ea,7
c5e4cfab0,6
7667378df,5
d09835201,2
a76983523,1
b6637d165,6
c60e6aff7,1
ec7517f68,6
3304185a1,5
d7dc2efde,3
25560b530,5
59b224cc9,1
32ef0472e,6
51022a643,6
4f7aa1d3c,5
8b63e1b21,3
7395053bc,4
700de2c49,4
d39c87657,4
6dcbe818e,1
88030e16e,3
694caa813,5
4eb61ccb3,1
99558286a,5
d9033fea0,3
8e0c995a9,1
eb8620132,1
b279ec774,3
261cbe336,7
e02b6a2d4,6
c12b5f5de,1
7f8955f6a,1
9809485bb,3
9397426ea,4
865e968b4,5
7a25c5a12,3
cb9cffdff,7
b8d07c37b,3
f0ac69be1,1
80f8877f8,6
0eaa9f888,6
11960b9ed,5
9d24c695e,7
90e1edc71,1
3c273e42f,3
9dd9f107d,6
58fe1756c,6
ebbf04d10,5
2b4b4e40c,6
e7fbd95a9,3
30dbb2e50,5
1d46f1061,3
71c3f9254,3
3d181b3c6,6
3536e1efd,6
de993d8ad,1
f8233b736,6
76e071fcb,6
d8c1859cb,3
9ef475fbe,6
2ea365a6f,5
42e7de7c0,1
71ad8e81d,1
7ca780c35,6
c039154f9,6
eea0cb464,7
09c629b05,3
4be73c550,6
4683d863b,6
ff05d4438,1
6d8793638,6
79b514f79,6
9102809eb,6
4e7a22c99,6
8c36b62a9,7
5bda8f113,3
943e9242f,3
6d59be88d,7
181fb7dae,6
0ce98d199,5
1aef9fc86,7
b386bb45c,4
b7fa5b815,5
070faf086,6
36a216956,4
ae524a36a,6
391e0cefd,1
a0ece637e,4
9eb042155,3
c9646e275,1
7d2fe6bb6,5
154d24447,6
9e0b14cf6,7
80fcac43d,2
a2b42f2e5,4
ba8d53f1e,5
d23a8d771,5
3697f94e1,5
0baab7556,5
6f85ce1a9,1
f24991ef7,7
9c263fbc4,4
a0cc9df12,7
e825b8b9f,5
c4feb7269,3
14357e2ed,5
56437112,6
abc69ab7f,5
4137d96a2,6
dd5797b7f,6
59d4947b6,4
28c005011,6
3f5f5782f,5
dc0ee2c73,4
124f45c2b,3
8908c9d99,1
8f21fee9f,5
bcf13ec9d,2
0f3434f36,3
311479c63,6
0b57ed86a,1
2d33077f2,4
a372e8416,5
084e4c05b,5
842528c2a,3
96a1bce27,5
99ba1c605,1
d2dd62cf2,6
53549acd2,1
f981112a8,7
53d6d37c8,1
8edfea832,1
d83aa1f02,3
9e27976e9,5
dbaacc7e8,1
3a67f200f,1
c93c0faa3,3
c9439e71b,1
4f502df1a,1
9725bf4d2,1
53bcfd67d,7
949cb7ee9,1
a58d8080b,5
855de7c89,5
796774834,3
db635ae93,5
11f062cb4,1
137916924,5
f0885aa00,6
c7901e98d,1
30e66b835,1
55f34f8f5,7
1bd200942,1
f310c42f2,5
7acaea66e,3
5afe2ebbc,2
747359fcb,7
ff7ff0f3c,6
f62e604d6,1
64568c4a6,6
67221a8f8,3
2082ad764,6
8960dc21e,5
d7c661670,1
caf3220f8,5
a72a34bdf,7
8af4db3f3,1
0b59a57ff,7
2d837689d,7
da5ae6aa9,3
cc8bf5e79,3
06ecc204f,3
b022c1924,7
4a8caef08,5
c547fc4f7,4
dfa8ac290,1
642a88a93,1
5f2edae7c,1
a22c43e29,1
edf6a5240,5
92c2878db,3
d8fceeb86,6
d0b61aedc,6
89af60ff3,6
62b2ac9fd,6
bd5ac00df,6
7e87938c3,6
2db6c996b,5
e79f310db,7
f7af4ce3d,6
eea72fce5,5
9b1241ef0,5
102482c40,5
7d028bdea,3
c6556750a,1
defc7be05,6
209e4f717,1
14ae60869,2
303ecdb58,3
4463deb9a,7
502c3e7ae,3
4c1a9d86f,6
8c17f26c4,6
d9a014dbb,3
f195c540d,1
d33c9174f,7
7ddc32b12,5
3e4f81782,3
e53cf2373,1
93c9866b0,7
f2755d8bf,5
1727cfc45,1
cad137e83,6
0e8c2a1aa,7
b8d244dd5,6
4e00cd0ac,1
fd6c93d05,6
8563bddec,5
2acc0a068,3
b5033c917,5
f3b4e3f5c,1
80ae0a34f,3
ca144ac2a,7
dd8817ccb,2
b612d6ba3,6
c517992c8,6
661bcb904,5
d6e342121,7
8415aff49,6
d2be70a4c,3
e4253889f,4
c135c6b15,1
eefb8d885,7
545711134,2
133cc5f19,1
25ebacf03,1
982dce813,7
fe3e235e0,6
4e01721aa,5
0b01864e2,1
b90e6ec69,3
4298e4c15,7
0b942f000,4
bbff353ce,6
4a0cda147,6
fbed8fc1a,7
7a54b760e,6
4c5dd1f7c,3
7be394a98,6
87074d17f,6
2502292c8,7
a578345c4,3
052b0ada8,1
529025eb8,1
3d3aef491,3
2b3fc0265,5
c37cd2095,4
d075365c0,6
a79fe858d,3
fd279ad95,6
c1ba2169b,7
36632f72b,3
9e380d9a2,1
d01e08ee2,5
fc4b199fa,5
b05a3ca1d,6
ed6684f3a,3
27bf3ae34,4
753654b70,6
3613869b2,6
cec359a78,1
ebcdfedd2,1
f39fef7c1,1
a4fb2d366,6
7f4fb6f7e,3
05935bf08,1
bd248bb10,3
6c5f1f0a3,7
d4c9eaede,5
ce788268c,6
bd30ea4fa,6
6dac572be,3
cdab9b66a,1
fb0180584,6
400cbe759,3
281e2d7e8,5
bf74b13ab,1
01ba4e94d,5
02d6020a9,6
bf12ff750,5
36ccd9729,5
12f9b8e6c,4
468cec390,3
b80b51bda,5
b2a23ac85,1
a92b06d0f,7
7af7d9cb6,1
99558ec92,6
4d20f6163,5
d6cfa5d4b,5
fc5e81c00,3
cb0309848,2
a72e084a4,5
5e390710c,3
056cc22d2,5
8ced67d36,1
81b5f684a,4
204a3b926,7
311ad9ac5,6
642ed14e6,3
640e18ef0,5
ab8386c6d,5
3f734b97c,6
4f5f178e6,2
c8be6ec3c,1
b63d76ef4,1
8435e081c,6
eca179f5f,1
9c580ca06,5
706c85343,6
73501589f,6
201d52dee,6
94fa9ff25,6
06bf9e676,6
4ccb3f896,3
281618ba5,2
5.15E+72,2
35f9818a7,7
260f532b1,6
e25d4dcb1,6
5c810c552,1
54c2d49bb,3
30dd541af,5
19dcd4753,6
3209cdc3c,7
e80386a28,1
9b980624e,1
6f3e5cbd8,6
b4f1bc76e,7
4669945ed,6
1b932e373,7
a0f88616c,5
b0c918c91,6
59e24567e,1
50361acf5,7
50e35cd70,3
7330b19a5,6
50277142,3
69262e404,6
a6fc65f2d,5
19f4d65b7,1
76288167b,1
f93283e0c,1
685cbaf7f,6
cdc958646,7
6be0a8fcd,3
151d50f53,3
a81084ff0,3
b82317efb,6
e0b6196d9,6
133a0db2c,5
c712cfd20,6
467614705,7
26848ac26,6
88ac92eed,3
9fa760b69,1
3a0e3b527,3
c6acce195,1
04e7d89c0,4
f1c49dd17,1
93f758039,3
ba58bb1a4,1
85b57bb1e,5
0bc3f09be,4
0f311b358,5
32148e0fc,6
da8d4a273,1
7d526090e,6
deeea2b65,5
c9ebb9992,3
085c9be4a,3
12380b365,4
4ce0b81f5,6
cc60d07c7,6
f03979157,6
3a4178fe9,4
355743336,3
97db95d21,1
e42dc215d,4
11ad894e6,7
2b5a3c81d,1
79d32926c,3
6029bf590,1
df76ee4c1,4
df6f884c0,3
78ad8f1a2,3
311e28b8b,6
9b9e24b37,6
c3ae3e118,1
9866d1bd1,3
9193e335e,5
78c217b2a,3
cd617c72c,7
3089a5bd8,6
cb5597fb1,6
1a3a45096,6
382e4bddd,4
944db63df,5
1d03b6d7c,5
7cbad35f9,6
6e6d8b614,7
e3a5332ce,1
e5e083218,6
b75594e30,3
2cdb96709,3
0bd2d5882,5
ea319fdec,3
300337abe,3
90a967a14,1
76358e754,7
df8ad80b3,1
8dd958339,3
796382bf4,4
81a176a02,6
e93afb8ff,7
67e7da152,1
d721ed589,3
6f2721c52,2
1a018ef15,3
8c4c4bc6e,5
1bb0600a7,1
e04df6caf,7
62d6817ab,5
faf6a8cd0,1
86d203b94,1
093a35049,6
2e6fc0342,5
f849d1829,5
32918fcdf,5
a2edd6e44,6
44b6a5b46,3
abdeff83f,5
f2a6e7dac,1
8311f29c4,5
b1da9f428,5
f54bef6d6,3
b12bdec95,7
69c8c9463,5
aefafcc66,1
8eb134074,7
8910f2f5e,7
45bf47f58,1
190eba3c6,7
228d72748,3
e21d09b79,4
833c51fd2,1
38e12233c,5
4d6a996c1,6
52238d3bf,6
2e1e8bbe3,5
e99c4a55d,4
bd870f5b1,5
727a1c793,1
24afd5f54,6
abe8790ba,3
d2d9924f0,6
162e06c01,4
29900d942,6
018cb4eaf,5
5419155f2,7
48f5de7e9,1
cad1a9f54,6
952501bdb,4
798f4a1e4,1
98c17f102,3
4a67bf90d,1
e152df77a,7
26627b528,5
fea00b643,5
dde8ffd00,6
2c15f3086,1
8a1b27ab1,1
a0bdb767f,5
46b603304,6
6b820b13d,6
ced0659f2,5
bea0802eb,4
cd7ee75c5,3
066521b34,7
bd37ccdd5,1
35f8b4bff,6
5b56430cd,5
1d6944a82,3
36ab1bdc9,1
d6ad64584,3
7314cb848,6
492fe3371,7
4e4ba4429,4
bdd606969,3
d111847a0,7
ab2bb4a0c,6
c9151664a,1
9e25c09b2,6
eabef1496,5
ff832cb7e,1
c29fca356,3
3de6bc035,3
854319675,3
51df78553,1
fb8efea32,4
dabe9ac5c,3
235572f38,6
40b53f6c2,6
972fba985,5
2c07c1abf,3
0f796d3f9,3
9951b9762,1
b96b7da59,3
71d834666,7
1a4464471,3
19d7de899,6
eb42f77fd,1
ab09748d1,6
98e211da3,6
d4aa3713a,3
32aa78316,1
6366b7f4a,6
c0771fde0,6
009239f92,3
b2056e185,1
4f678d1cf,5
b7d753c5a,6
2e85b81d7,1
400e57095,1
74088eee1,1
d6a2a2e37,5
4463622c8,1
848c1d759,4
6d4bdde4c,3
ebba4f83b,5
91d7bd3d7,6
4c1981df1,5
378406cf4,5
aecba8ecd,5
c9a00b80f,4
2398599fc,5
27e458086,7
7439df9c4,5
1d777bbcd,7
5e6c38ddf,6
8e77a97ac,6
6aeef2649,5
c9ff29578,2
ee590e762,6
6679c179c,1
2614882d1,1
fd2f64ea7,1
96e1f20e7,7
15a491e20,7
fe3a83fe5,3
e0dbd7901,1
ba7adcbe5,6
c93e37265,6
885b7eb9b,3
577de26db,5
4225add43,1
1076dcc35,4
29bf0cb2c,6
6984c8d7e,5
5980b0699,3
d30087066,6
4335b2207,6
d73b2a4c6,2
63ddd39f4,1
dc20a0cea,6
db24c8108,3
2c007007f,6
429296d6e,1
14c6c68e2,1
6593bd2a2,3
e8ec1a562,6
ef73ab8c6,5
afaadb62f,3
ca39f5e93,6
a27b7e4b1,6
1ec7dc903,5
a2037a7b0,6
227580301,6
f95b39c6f,6
3e0ae8fb1,5
ff10041de,7
a7eb03730,3
8c89e09ae,6
f1cc9dd25,1
504ce7187,6
fc43fbfe4,2
385028a00,6
8bcb0a0e6,6
07b994326,6
0c3ce1826,3
bc14f3a48,3
d09752d1d,3
e92ed29c2,6
a655655d4,5
8140d2734,5
25c1c662b,6
6f63c5c04,5
ff96988fc,5
5112569f6,3
5df70cb5a,3
e45ec98a4,6
0fe58286d,7
c2f9689c2,6
ec138f2a8,1
0e49c7f19,3
bfbaff540,6
f47fc05a6,6
a3aaac2de,3
62e2e9071,1
1f2c63312,5
00648f96f,6
f70a1bf5d,6
6eb8a8e8e,5
a9bcc4196,6
cfe4df8c6,5
b16afc5dc,3
da5295aaf,6
afec4c35e,5
73066f6ff,5
6af981c61,4
5685ae208,5
edd61c330,1
85ca390a0,6
06dd351e6,1
f60ee7233,5
f67dcb4b3,3
140ef35de,5
c5f20f40f,7
7f7e9db52,1
28ec2de89,3
4f35cb8e6,5
721017d68,6
d50b449f0,6
5d2f7761c,4
cf795bb00,3
3141b7931,1
896bb46bd,3
e46fa829b,3
bc526d236,5
f6c91bc20,5
c0bc43dd6,5
85094deda,1
edef78673,6
3bab1eacd,1
95a89f5f2,3
61dc8345a,1
bde802b84,1
125522846,6
4a1702099,1
29aa0b74b,7
eea15297e,6
b421d0d48,3
e1f08c5b2,5
611970ebc,4
9ebf6e448,3
b3c62d7f8,1
db03ddc32,2
e25112cac,6
29466dcf4,1
5bc5b43ae,3
1f96eae14,6
4f04b1556,6
6348b55cb,5
37204e0c1,6
f5257c5e4,5
71f245b82,5
7d7a39d71,6
245434d5d,5
c70a3fcc5,4
ae38b9254,5
dbc39e84b,4
a43071ff0,1
f0057428e,4
3afe6f1fc,6
cf49e1549,1
70be9c861,3
597c27524,6
0b817da84,5
2931d3eac,1
f77452d59,6
2f72b9f33,1
a662626a6,4
33ddc2011,5
e21ecf520,3
77001793,4
689e4e3bf,6
310ea711c,3
1f949d065,4
1dcb1fe2f,1
ad90d4962,4
de67abe0b,1
d97d4b420,3
9b251f717,1
c49629a90,3
bda912e4e,6
ee5ceb065,1
2430b50b4,5
85114144b,7
b03c17502,6
7931ba838,3
a710da2ab,6
289112dd5,1
d31b3f33b,1
f9715a897,1
a1d8d917c,5
f90f6ca1a,6
55e32b4b7,5
27a8bdbf8,6
f0ee32b27,4
bf5700a80,3
8.04E+14,4
591f1d67c,5
b1e590596,6
4544aecf7,5
16472756f,6
4ed26a84a,3
de35c9f48,1
66f6cd1cb,1
c54b26d73,5
d11425b98,3
b7df87757,6
7ed1216f9,3
ea303d329,3
fe3d0c6e4,1
9e165fb1c,6
0c2e0fc7d,6
51c99e8fb,5
a8b9d57b4,6
d5176f7eb,1
4ea7c5d48,5
70aa95825,6
2f0e90bdd,3
2f0805ceb,5
f024e91b9,5
615af86e9,5
0adfa8a60,5
19e701fea,3
c842fa148,3
25f6db0fd,6
be0888771,1
c23b2926e,1
76a063a20,7
97bb6502c,6
31b3d9b10,1
6a8d98847,1
a5bed2b62,6
c4835ee5c,3
8167f58bb,6
04e829d49,5
37fb97f8b,6
92df22369,4
c04cf0018,6
86f7b4013,3
0a53af472,1
2de32b48a,4
cd5a7effb,5
a2a899dab,3
2fcdfb0e1,5
ea433c341,5
78f87a45d,1
1b71de34e,1
5a7207717,2
fc8220250,6
1ca9db40b,5
7f51a7e88,1
b593502c5,6
9f02a1c14,5
183eb3fe5,7
c4e0d125b,5
ea7ec0562,1
eb900ff8a,7
cf51903db,1
37438ea50,5
fb24264ea,6
7faf2e49d,6
21b90ff68,5
3622c0bcf,4
2c1c1b557,5
b7d23de06,3
f923ff77e,5
d473d632a,6
2ee5073bc,3
30e900b4a,6
3397adec3,1
86f40e2b4,6
924cc5438,3
6f3e4618d,3
84f065b56,1
467aed7e3,3
e71c9d710,7
733f9942b,4
0a9f9f178,7
283424d80,6
8fa2d16db,6
8bcdd9bef,3
4dc36183c,3
b13247816,1
6ea58b8ac,1
bedd7f1e7,1
b551658f4,6
6c7efd1a5,7
b2c120250,3
1696155ce,7
0aba238d7,6
df874dd59,5
451bf38f1,1
369dc90b6,3
d418ea0ad,6
e61aceb9e,1
2b1f83255,5
12d48709c,3
49113adb2,2
75310196e,5
f680cd37a,4
460426eb4,2
db3f7a11d,1
93d842736,6
9c95b7659,6
c552e255a,3
f4f5588c6,1
9af15c8f1,1
525b3147f,3
390689a38,6
d7a050445,6
b7da4e981,1
19caeb6b5,1
c919eb44b,3
60f317698,5
6808adf0a,6
6d1e4b433,7
04a6267e4,6
060b52c3b,7
d919bd302,5
96ba0193d,6
e2b5913e7,1
6a8ce175d,1
8dccbb182,5
6e4724604,6
e723eee29,3
e19ee42ce,3
86c412966,6
72b0f5c4d,6
a4385e043,6
e58eb3249,4
c6c8c73e5,3
c78cea205,3
dfff88c90,5
fd67a3f2c,7
3625dd7cf,7
dcf2641f2,2
10a3c8b71,6
e910d17de,3
